KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000846001,T000846002,T000846003,T000846004,T000846005,T000846006,T000846007,T000846008,T000846009,T000846010,T000846011,T000846012,T000846013,T000846014,T000846015,T000846016,T000846017,T000846018,T000846019,T000846020,T000846021,T000846022,T000846023,T000846024,T000846025,T000846026,T000846027,T000846028,T000846029,T000846030,T000846031,T000846032,T000846033,T000846034,T000846035,T000846036,T000846037,T000846038,T000846039,T000846040,T000846041
,,,,Å@êlå˚ëçêî,Å@êlå˚ëçêîÅ@íj,Å@êlå˚ëçêîÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇQêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇRêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇSêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇTêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇUêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—ÇÃàÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃàÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@çÇóÓíPêgÇÃàÍî ê¢ë—êî,Å@çÇóÓïvïwÇÃÇ›ÇÃàÍî ê¢ë—êî
53382446,0,,,12,5,7,0,0,0,12,5,7,2,2,0,12,5,7,10,3,7,8,2,6,0,0,0,9,9,6,3,0,0,0,0,0,3,3,0,0,7,0,4,3
53382447,0,,,40,20,20,1,1,0,39,19,20,23,13,10,38,19,19,16,6,10,11,5,6,0,0,0,16,16,5,4,2,4,1,0,0,11,5,6,0,12,0,4,2
53382448,0,,,61,30,31,6,4,2,55,26,29,35,19,16,52,24,28,20,7,13,13,5,8,0,0,0,26,26,7,10,4,3,2,0,0,19,16,3,2,14,0,3,4
53382452,2,53382453,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382453,1,,53382452,7,4,3,0,0,0,12,6,6,1,0,1,12,6,6,11,6,5,8,4,4,0,0,0,5,5,5,2,1,0,0,0,0,3,2,1,0,8,0,5,2
53382460,0,,,291,135,156,32,16,16,259,119,140,149,70,79,246,113,133,110,49,61,55,22,33,1,0,1,114,114,28,39,17,21,5,3,1,86,67,19,3,75,0,21,23
53382461,0,,,90,43,47,7,4,3,83,39,44,53,29,24,82,38,44,30,10,20,20,5,15,0,0,0,30,30,7,7,7,3,2,2,2,23,16,7,2,22,0,5,3
53382470,0,,,2493,1196,1297,240,121,119,2252,1074,1178,1293,662,631,2134,1017,1117,959,412,547,530,214,316,5,2,3,965,965,219,323,198,139,49,29,8,745,595,150,59,645,1,166,175
53382471,0,,,631,286,345,65,31,34,566,255,311,299,146,153,529,240,289,267,109,158,162,59,103,1,0,1,196,194,34,62,45,28,14,6,5,160,127,33,14,124,0,28,34
53382472,0,,,13,6,7,0,0,0,13,6,7,9,4,5,12,5,7,4,2,2,2,1,1,1,1,0,4,4,2,0,0,0,1,1,0,2,1,1,0,2,0,1,0
53382473,0,,,24,12,12,0,0,0,24,12,12,12,6,6,21,10,11,12,6,6,7,4,3,0,0,0,8,8,0,5,0,2,0,1,0,8,6,2,0,6,0,0,4
53382474,0,,,270,133,137,25,17,8,245,116,129,155,76,79,237,113,124,90,40,50,48,20,28,1,0,1,104,104,18,46,18,12,3,6,1,86,69,17,6,61,0,8,14
53382475,0,,,249,129,120,26,12,14,223,117,106,147,79,68,214,112,102,76,38,38,34,18,16,3,0,3,90,90,17,31,17,11,11,2,1,73,56,17,4,54,0,10,19
53382476,2,53382486,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382477,0,,,26,16,10,4,3,1,22,13,9,12,8,4,21,12,9,10,5,5,4,1,3,0,0,0,8,8,1,3,1,1,1,0,1,7,5,2,0,6,0,1,3
53382480,0,,,1092,515,577,169,90,79,923,425,498,635,310,325,868,393,475,288,115,173,122,48,74,62,27,35,468,468,158,138,77,65,17,10,3,307,275,32,50,223,4,84,39
53382481,0,,,1067,543,524,185,106,79,882,437,445,606,311,295,836,415,421,276,126,150,138,61,77,15,7,8,368,368,63,98,84,79,31,7,6,303,251,52,31,182,3,36,55
53382482,0,,,517,256,261,66,32,34,451,224,227,299,156,143,432,214,218,152,68,84,85,37,48,10,5,5,178,178,32,42,42,42,14,5,1,145,115,30,10,101,0,22,19
53382483,0,,,420,203,217,37,22,15,383,181,202,237,122,115,359,170,189,146,59,87,90,36,54,3,1,2,146,146,26,44,37,20,5,10,4,119,86,33,11,101,0,23,19
53382484,0,,,1200,587,613,162,75,87,1038,512,526,714,365,349,963,467,496,324,147,177,150,59,91,15,8,7,433,433,82,130,89,87,29,14,2,351,295,56,33,225,2,55,47
53382485,0,,,75,39,36,9,6,3,66,33,33,40,24,16,62,32,30,26,9,17,16,6,10,0,0,0,22,22,3,4,4,6,3,1,1,19,10,9,1,17,0,3,2
53382486,1,,53382476,402,197,205,41,17,24,363,181,182,233,124,109,346,171,175,130,57,73,76,36,40,0,0,0,141,141,21,45,33,28,8,7,0,119,89,30,7,89,0,11,26
53382487,0,,,595,300,295,71,40,31,524,260,264,321,166,155,484,243,241,203,94,109,104,44,60,6,2,4,218,217,49,67,40,35,15,6,5,168,132,36,11,139,0,38,37
53382488,0,,,119,56,63,4,1,3,115,55,60,75,30,45,109,51,58,40,25,15,18,8,10,2,1,1,25,23,5,4,7,5,1,0,1,18,15,3,0,16,0,3,3
53382490,0,,,347,166,181,55,25,30,292,141,151,190,90,100,275,134,141,102,51,51,42,20,22,2,1,1,111,111,10,33,29,24,4,9,2,100,75,25,13,66,0,7,17
53382491,0,,,309,139,170,12,5,7,297,134,163,148,79,69,285,127,158,149,55,94,97,28,69,3,3,0,95,94,16,36,19,14,7,1,1,77,66,11,4,61,0,14,22
53382492,0,,,60,37,23,15,9,6,45,28,17,38,23,15,41,27,14,7,5,2,1,1,0,13,7,6,25,25,9,5,4,6,1,0,0,16,15,1,1,4,1,0,1
53382493,0,,,456,225,231,76,41,35,380,184,196,271,138,133,353,171,182,109,46,63,59,24,35,7,6,1,159,159,25,47,37,32,13,2,3,134,113,21,18,69,7,11,22
53382494,0,,,530,262,268,70,38,32,460,224,236,325,163,162,429,207,222,135,61,74,84,36,48,2,2,0,184,184,32,51,49,27,13,8,4,149,122,27,18,93,0,20,27
53382495,0,,,86,40,46,14,7,7,72,33,39,62,31,31,67,30,37,10,2,8,7,1,6,0,0,0,28,28,3,6,9,7,2,1,0,25,22,3,5,8,0,2,2
53382496,0,,,399,218,181,51,30,21,348,188,160,214,121,93,329,176,153,134,67,67,65,36,29,0,0,0,130,130,18,40,24,25,14,5,4,111,79,32,7,87,0,13,24
53382497,0,,,259,123,136,20,12,8,239,111,128,163,80,83,225,104,121,76,31,45,36,12,24,1,0,1,103,103,30,30,17,18,4,2,2,73,61,12,5,56,0,23,14
53382498,0,,,16,9,7,2,1,1,14,8,6,9,6,3,14,8,6,5,2,3,2,1,1,0,0,0,6,6,2,2,0,0,2,0,0,4,3,1,0,3,0,1,0
53382499,0,,,39,21,18,7,4,3,32,17,15,24,13,11,32,17,15,8,4,4,5,2,3,0,0,0,12,12,0,5,4,1,1,0,1,12,9,3,2,6,0,0,0
53382502,0,,,94,44,50,14,6,8,80,38,42,43,24,19,77,35,42,37,14,23,18,7,11,0,0,0,31,31,5,12,5,1,3,4,1,26,16,10,2,26,0,4,7
53382503,0,,,37,17,20,8,6,2,29,11,18,18,8,10,29,11,18,11,3,8,10,3,7,0,0,0,13,13,2,4,2,4,1,0,0,11,8,3,2,8,0,1,2
53382504,0,,,33,13,20,2,1,1,31,12,19,17,6,11,30,12,18,14,6,8,8,3,5,0,0,0,12,12,2,5,2,1,1,1,0,10,7,3,1,9,0,2,3
53382505,0,,,47,22,25,8,3,5,39,19,20,26,14,12,37,17,20,13,5,8,9,4,5,1,0,1,17,17,3,4,7,1,1,1,0,13,12,1,3,7,0,1,2
53382506,0,,,109,54,55,13,7,6,96,47,49,62,30,32,93,46,47,34,17,17,12,4,8,0,0,0,40,40,9,8,11,9,3,0,0,31,25,6,6,22,0,4,8
53382507,0,,,200,105,95,23,14,9,177,91,86,111,62,49,159,80,79,66,29,37,32,14,18,1,0,1,66,66,9,20,16,10,7,1,3,56,39,17,4,43,0,7,12
53382508,0,,,270,137,133,36,22,14,234,115,119,156,81,75,223,111,112,78,34,44,43,17,26,0,0,0,107,107,25,40,21,9,8,2,2,80,65,15,10,56,1,13,14
53382509,0,,,2443,1168,1275,344,184,160,2096,983,1113,1461,713,748,1983,931,1052,635,270,365,324,125,199,3,1,2,869,868,194,229,175,150,72,32,16,668,490,178,112,425,30,68,94
53382517,0,,,189,95,94,20,10,10,169,85,84,108,58,50,160,79,81,61,27,34,36,12,24,1,0,1,61,61,10,13,18,8,6,5,1,51,30,21,5,43,0,6,6
53382518,0,,,14,8,6,1,0,1,13,8,5,7,5,2,10,5,5,6,3,3,1,1,0,0,0,0,4,4,0,2,0,1,0,1,0,4,3,1,0,3,0,0,2
53382519,0,,,381,180,201,32,11,21,349,169,180,217,108,109,331,159,172,132,61,71,68,30,38,0,0,0,148,148,42,45,26,20,5,6,4,105,76,29,10,89,12,14,27
53382527,0,,,83,40,43,12,7,5,71,33,38,54,25,29,66,31,35,17,8,9,7,2,5,0,0,0,26,26,5,7,4,4,2,2,2,20,13,7,1,14,0,3,1
53382528,0,,,121,65,56,18,14,4,102,50,52,67,33,34,98,49,49,35,17,18,8,4,4,0,0,0,47,47,12,19,4,5,4,2,1,35,30,5,3,26,0,5,10
53382529,0,,,447,224,223,56,34,22,391,190,201,259,134,125,374,181,193,132,56,76,71,29,42,2,1,1,154,154,25,51,30,20,20,6,2,129,101,28,9,85,0,13,24
53382538,0,,,136,69,67,25,15,10,111,54,57,78,40,38,106,52,54,33,14,19,14,4,10,0,0,0,48,48,8,19,6,5,8,2,0,40,32,8,6,23,0,5,10
53382539,0,,,565,272,293,57,31,26,508,241,267,308,157,151,478,222,256,200,84,116,115,41,74,1,0,1,204,204,41,63,47,29,12,6,6,163,122,41,16,135,0,24,36
53382541,2,53382551,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382549,0,,,48,23,25,1,0,1,47,23,24,27,14,13,44,22,22,20,9,11,10,4,6,0,0,0,17,17,5,1,4,6,1,0,0,11,6,5,0,14,0,4,1
53382551,1,,53382541,65,34,31,2,2,0,67,34,33,21,12,9,67,34,33,46,22,24,32,14,18,0,0,0,35,35,14,13,7,2,0,0,0,22,18,4,1,31,0,12,10
53382552,0,,,16,8,8,0,0,0,16,8,8,4,3,1,16,8,8,12,5,7,9,4,5,0,0,0,8,8,1,6,1,0,0,0,0,7,5,2,0,6,0,1,4
53382562,2,53382563,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382563,1,,53382562,112,57,55,6,5,1,108,53,55,37,21,16,108,53,55,71,32,39,48,19,29,1,0,1,61,61,24,28,6,4,0,0,0,38,35,3,3,49,1,17,22
53382564,0,,,42,17,25,0,0,0,42,17,25,13,6,7,42,17,25,29,11,18,23,8,15,1,1,0,26,26,14,9,2,1,0,0,0,12,10,2,0,21,0,12,5
53382565,1,,53382566,115,53,62,10,5,5,110,50,60,60,28,32,102,48,54,50,22,28,38,17,21,0,0,0,50,50,12,24,5,7,1,2,0,39,33,6,2,34,0,10,14
53382566,2,53382565,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382580,0,,,25,13,12,2,1,1,23,12,11,12,7,5,21,11,10,11,5,6,9,4,5,0,0,0,8,8,1,2,2,2,0,1,0,7,5,2,0,7,0,1,2
53382584,2,53382594,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382590,0,,,16,7,9,0,0,0,16,7,9,6,3,3,16,7,9,10,4,6,7,2,5,0,0,0,9,9,3,5,1,0,0,0,0,6,5,1,0,8,0,3,2
53382591,0,,,12,6,6,0,0,0,12,6,6,8,4,4,12,6,6,4,2,2,2,1,1,0,0,0,7,7,3,3,1,0,0,0,0,4,4,0,0,3,0,0,0
53382594,1,,53382584,15,7,8,0,0,0,19,9,10,10,5,5,18,9,9,9,4,5,4,1,3,0,0,0,7,7,2,3,1,2,0,0,0,6,6,0,0,6,0,1,2
53382600,0,,,2239,1074,1165,274,121,153,1961,950,1011,1359,695,664,1836,886,950,602,255,347,306,119,187,7,1,6,781,781,167,212,146,135,72,35,14,608,432,176,76,401,26,47,84
53382601,1,,53382602,868,417,451,69,33,36,801,385,416,525,260,265,764,365,399,276,125,151,144,63,81,5,1,4,341,341,109,75,78,47,14,14,5,232,165,67,14,194,25,49,34
53382602,2,53382601,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382603,0,,,752,370,382,105,45,60,632,315,317,452,228,224,591,302,289,180,87,93,85,37,48,1,1,0,242,242,39,58,57,43,26,13,6,196,142,54,26,122,0,16,24
53382604,0,,,736,345,391,139,73,66,596,271,325,443,203,240,546,240,306,153,68,85,66,27,39,6,1,5,256,255,35,88,66,44,14,6,2,220,182,38,23,104,1,12,27
53382605,0,,,1426,714,712,192,99,93,1218,608,610,819,422,397,1147,570,577,399,186,213,195,86,109,2,0,2,486,486,82,145,93,101,33,21,11,400,306,94,44,257,9,37,70
53382606,0,,,1120,501,619,182,87,95,927,410,517,672,306,366,858,372,486,255,104,151,82,27,55,21,7,14,472,472,162,120,90,68,18,12,2,305,271,34,41,190,11,76,39
53382610,0,,,414,200,214,59,33,26,353,167,186,245,124,121,327,152,175,108,43,65,56,20,36,0,0,0,160,160,50,32,38,22,11,6,1,107,77,30,19,72,13,11,12
53382611,0,,,76,31,45,13,3,10,63,28,35,47,20,27,60,28,32,16,8,8,8,3,5,0,0,0,19,19,0,3,5,5,2,3,1,19,9,10,6,12,0,0,3
53382612,0,,,223,105,118,12,6,6,211,99,112,129,63,66,202,93,109,82,36,46,39,16,23,4,1,3,84,84,24,20,17,12,8,1,2,60,39,21,4,58,2,15,6
53382615,0,,,188,82,106,44,19,25,141,62,79,128,55,73,130,58,72,13,7,6,6,2,4,4,0,4,66,66,8,18,22,14,3,0,1,57,55,2,11,10,1,4,2
53382616,0,,,1282,621,661,134,59,75,1138,557,581,757,382,375,1080,523,557,381,175,206,193,75,118,7,1,6,421,421,55,130,96,74,34,20,12,363,248,115,32,260,1,32,66
53382617,0,,,289,137,152,51,26,25,238,111,127,201,97,104,219,102,117,37,14,23,17,6,11,0,0,0,90,90,9,20,21,29,6,4,1,81,69,12,10,28,0,4,4
53382621,0,,,220,101,119,26,14,12,183,87,96,134,63,71,174,83,91,49,24,25,21,8,13,1,1,0,86,86,26,19,18,16,4,3,0,60,52,8,6,32,2,4,11
53382622,0,,,300,149,151,32,20,12,268,129,139,198,97,101,255,122,133,70,32,38,32,11,21,0,0,0,95,95,9,23,31,22,3,2,5,86,65,21,11,50,0,7,5
53382626,0,,,1125,567,558,168,91,77,954,475,479,713,363,350,903,447,456,241,112,129,110,44,66,4,1,3,368,367,55,103,84,64,33,15,13,310,229,81,46,160,3,22,39
53382627,0,,,1897,927,970,196,94,102,1701,833,868,1084,559,525,1628,797,831,617,274,343,319,144,175,14,5,9,661,661,125,198,134,107,52,30,15,534,389,145,46,406,17,64,94
53382628,0,,,615,311,304,74,44,30,540,267,273,411,208,203,509,250,259,129,59,70,60,24,36,9,5,4,206,205,26,56,53,44,19,6,1,177,132,45,17,92,0,14,20
53382629,0,,,33,14,19,3,1,2,30,13,17,16,6,10,30,13,17,14,7,7,7,2,5,0,0,0,11,11,1,4,3,2,0,0,1,10,7,3,0,10,0,1,3
53382630,0,,,39,14,25,2,1,1,37,13,24,26,7,19,32,13,19,11,6,5,6,3,3,0,0,0,17,17,6,6,1,2,2,0,0,11,9,2,1,7,0,3,3
53382631,0,,,1437,707,730,173,94,79,1264,613,651,814,410,404,1197,579,618,450,203,247,238,105,133,6,0,6,529,529,117,157,105,91,38,16,5,408,314,94,43,297,9,59,81
53382632,0,,,50,21,29,8,4,4,41,17,24,33,15,18,37,14,23,8,2,6,4,0,4,0,0,0,20,20,5,5,6,3,1,0,0,14,12,2,3,5,0,2,1
53382636,0,,,136,63,73,10,4,6,126,59,67,108,53,55,110,51,59,18,6,12,5,0,5,0,0,0,47,47,9,7,15,12,4,0,0,38,33,5,1,14,0,2,3
53382637,0,,,758,366,392,105,49,56,653,317,336,456,226,230,605,291,314,197,91,106,89,38,51,3,2,1,264,264,49,78,51,50,21,11,4,215,164,51,27,131,4,22,38
53382638,0,,,1052,516,536,133,68,65,919,448,471,637,313,324,863,427,436,282,135,147,124,53,71,3,0,3,346,346,48,99,76,68,36,11,8,296,232,64,26,192,0,26,41
53382639,0,,,1189,559,630,155,77,78,1034,482,552,717,350,367,980,456,524,317,132,185,167,54,113,4,2,2,395,394,62,113,99,73,32,13,2,329,265,64,44,175,8,28,46
53382641,0,,,126,67,59,13,7,6,113,60,53,79,42,37,110,59,51,34,18,16,19,9,10,0,0,0,44,44,11,13,6,6,4,2,2,33,21,12,3,26,0,7,3
53382648,2,53382649,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382649,1,,53382648,1991,964,1027,259,126,133,1728,837,891,1144,578,566,1629,789,840,584,259,325,292,116,176,26,13,13,719,719,139,232,136,132,42,31,8,575,444,131,64,400,19,72,115
53382659,0,,,80,39,41,12,8,4,68,31,37,44,22,22,68,31,37,24,9,15,15,6,9,0,0,0,29,29,5,9,6,6,3,0,0,24,17,7,3,19,0,5,3
53382668,2,53382678,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382676,0,,,11,5,6,2,1,1,9,4,5,4,2,2,9,4,5,5,2,3,4,2,2,0,0,0,5,5,1,3,0,1,0,0,0,4,4,0,1,4,0,1,1
53382677,2,53382687,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382678,1,,53382668,340,181,159,35,21,14,310,161,149,207,116,91,287,149,138,103,45,58,55,24,31,12,10,2,122,122,25,37,25,22,5,5,4,98,71,27,10,68,7,8,19
53382679,0,,,512,258,254,60,32,28,452,226,226,329,170,159,424,206,218,123,56,67,60,24,36,4,3,1,175,175,46,39,26,32,17,11,4,128,86,42,11,83,10,16,14
53382681,2,53382691,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382686,0,,,73,39,34,1,0,1,72,39,33,51,25,26,70,37,33,21,14,7,8,3,5,0,0,0,6,4,1,2,1,0,0,0,0,3,3,0,0,2,0,1,0
53382687,1,,53382677,11,7,4,0,0,0,19,12,7,14,9,5,19,12,7,5,3,2,2,0,2,2,2,0,5,5,4,2,1,2,0,0,0,5,5,0,0,5,1,2,0
53382688,0,,,79,38,41,11,8,3,68,30,38,43,20,23,66,30,36,25,10,15,14,5,9,9,3,6,34,34,15,6,6,4,0,3,0,19,13,6,0,17,8,5,3
53382689,0,,,11,7,4,0,0,0,11,7,4,5,4,1,11,7,4,6,3,3,2,1,1,0,0,0,6,6,2,3,1,0,0,0,0,3,2,1,0,4,0,1,1
53382690,0,,,25,13,12,2,0,2,23,13,10,14,7,7,22,12,10,9,6,3,4,2,2,0,0,0,9,9,1,5,0,2,0,1,0,8,7,1,0,7,0,0,2
53382691,1,,53382681,51,25,26,4,1,3,55,27,28,35,19,16,51,24,27,20,8,12,10,3,7,0,0,0,16,16,4,7,4,1,2,0,2,16,12,4,2,12,0,2,6
53382708,2,53382709,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382709,1,,53382708,157,71,86,14,7,7,146,65,81,86,40,46,141,65,76,60,25,35,30,10,20,0,0,0,49,49,5,16,10,9,5,3,2,45,24,21,4,41,0,3,10
53382710,0,,,130,61,69,16,5,11,114,56,58,68,35,33,110,54,56,46,21,25,24,9,15,4,1,3,42,42,5,13,11,7,2,2,2,37,25,12,3,32,0,5,5
53382711,0,,,73,35,38,9,3,6,64,32,32,48,25,23,61,30,31,16,7,9,8,2,6,2,2,0,24,24,4,5,6,7,1,0,1,20,14,6,2,12,2,1,3
53382713,0,,,78,35,43,5,2,3,73,33,40,45,22,23,70,32,38,28,11,17,14,4,10,0,0,0,24,24,1,8,8,2,1,4,0,22,13,9,0,19,0,0,5
53382715,0,,,61,30,31,4,3,1,57,27,30,36,19,17,52,24,28,21,8,13,16,6,10,0,0,0,20,20,3,7,3,3,2,1,1,17,11,6,1,15,0,3,3
53382716,0,,,40,21,19,5,5,0,35,16,19,23,10,13,35,16,19,12,6,6,7,3,4,0,0,0,11,11,0,5,1,2,1,1,1,11,7,4,1,8,0,0,2
53382719,0,,,21,13,8,0,0,0,21,13,8,14,8,6,21,13,8,7,5,2,3,1,2,0,0,0,13,13,6,6,1,0,0,0,0,6,6,0,0,6,0,3,1
53382720,0,,,179,86,93,23,10,13,156,76,80,109,53,56,145,73,72,47,23,24,23,9,14,4,2,2,60,60,7,21,14,9,4,4,1,53,40,13,4,33,2,2,11
53382723,0,,,24,11,13,2,1,1,22,10,12,15,7,8,19,8,11,7,3,4,3,1,2,0,0,0,9,9,3,3,1,0,0,2,0,6,4,2,0,6,0,3,1
53382724,0,,,93,40,53,7,2,5,85,37,48,57,26,31,81,37,44,28,11,17,13,4,9,0,0,0,30,30,6,5,9,6,0,2,2,24,14,10,2,19,0,2,2
53382725,0,,,8,4,4,0,0,0,8,4,4,4,3,1,8,4,4,4,1,3,1,0,1,0,0,0,5,5,2,3,0,0,0,0,0,3,3,0,0,3,0,0,1
53382730,0,,,436,213,223,85,47,38,351,166,185,256,118,138,330,157,173,95,48,47,41,20,21,1,0,1,153,153,22,46,43,25,9,8,0,131,112,19,28,66,0,12,17
53382732,0,,,462,208,254,72,27,45,390,181,209,294,140,154,359,169,190,96,41,55,39,15,24,4,1,3,168,168,34,52,38,24,9,8,3,134,111,23,20,67,1,17,15
53382733,0,,,162,81,81,10,4,6,152,77,75,103,53,50,141,72,69,49,24,25,27,12,15,1,1,0,57,57,9,17,13,13,3,1,1,46,33,13,0,32,0,4,10
53382740,0,,,1262,607,655,147,72,75,1112,533,579,788,387,401,1030,487,543,324,146,178,155,60,95,51,23,28,515,515,146,172,76,83,22,12,4,369,315,54,32,226,22,60,67
53382741,0,,,2181,884,1297,63,33,30,2082,836,1246,1834,724,1110,1572,650,922,248,112,136,128,60,68,32,21,11,1729,1728,1524,84,52,28,25,11,4,197,134,63,18,171,905,45,36
53382742,0,,,1131,554,577,142,79,63,982,472,510,778,382,396,860,412,448,204,90,114,99,40,59,12,3,9,519,519,258,86,67,61,29,15,3,259,196,63,33,138,134,18,28
53382744,2,53382753,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53382750,0,,,330,160,170,51,19,32,278,140,138,213,109,104,260,130,130,65,31,34,30,12,18,2,0,2,129,129,44,29,21,20,8,4,3,83,60,23,11,43,22,7,8
53382751,0,,,1286,563,723,105,56,49,1160,499,661,944,407,537,962,438,524,216,92,124,110,44,66,21,13,8,835,835,622,81,64,41,18,7,2,209,165,44,22,150,344,42,35
53382752,0,,,2218,1033,1185,189,107,82,2008,917,1091,1457,679,778,1718,799,919,551,238,313,285,106,179,33,8,25,1188,1188,740,169,118,76,49,23,13,445,331,114,39,371,362,81,89
53382753,1,,53382744,875,434,441,142,73,69,734,362,372,562,286,276,694,342,352,172,76,96,72,32,40,16,10,6,297,297,57,74,67,59,20,15,6,238,188,50,48,118,6,15,24
53382754,0,,,170,88,82,16,7,9,154,81,73,105,60,45,146,79,67,49,21,28,26,12,14,3,2,1,60,60,17,12,11,10,4,6,0,43,26,17,3,32,4,3,3
53382755,1,,53382765,183,86,97,12,5,7,173,82,91,126,63,63,155,75,80,47,19,28,23,8,15,1,0,1,65,65,16,14,12,17,5,2,0,49,37,12,3,36,2,10,3
53382756,1,,53382766,59,30,29,8,5,3,57,28,29,39,21,18,55,28,27,18,7,11,10,4,6,0,0,0,19,19,4,6,5,3,2,2,0,18,12,6,2,12,0,1,1
53382760,0,,,79,42,37,5,4,1,74,38,36,49,24,25,74,38,36,25,14,11,17,7,10,0,0,0,31,31,6,9,10,5,1,0,0,25,19,6,1,19,0,2,5
53382761,0,,,265,128,137,36,19,17,229,109,120,165,77,88,214,102,112,64,32,32,25,12,13,1,1,0,93,93,15,31,20,14,8,3,2,78,67,11,7,42,1,6,14
53382762,0,,,1805,849,956,152,76,76,1648,773,875,956,480,476,1562,735,827,692,293,399,380,146,234,29,9,20,759,758,243,241,131,79,40,15,9,512,405,107,36,477,36,135,120
53382763,0,,,142,59,83,29,10,19,113,49,64,82,38,44,99,41,58,31,11,20,15,5,10,0,0,0,49,49,6,18,11,6,5,3,0,43,38,5,3,21,0,6,4
