KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000846001,T000846002,T000846003,T000846004,T000846005,T000846006,T000846007,T000846008,T000846009,T000846010,T000846011,T000846012,T000846013,T000846014,T000846015,T000846016,T000846017,T000846018,T000846019,T000846020,T000846021,T000846022,T000846023,T000846024,T000846025,T000846026,T000846027,T000846028,T000846029,T000846030,T000846031,T000846032,T000846033,T000846034,T000846035,T000846036,T000846037,T000846038,T000846039,T000846040,T000846041
,,,,Å@êlå˚ëçêî,Å@êlå˚ëçêîÅ@íj,Å@êlå˚ëçêîÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇQêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇRêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇSêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇTêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇUêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—ÇÃàÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃàÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@çÇóÓíPêgÇÃàÍî ê¢ë—êî,Å@çÇóÓïvïwÇÃÇ›ÇÃàÍî ê¢ë—êî
53380701,1,,53380700,122,54,68,13,5,8,111,50,61,71,32,39,106,47,59,40,18,22,14,4,10,4,1,3,39,39,5,12,7,8,6,2,0,35,27,8,5,25,0,2,9
53380702,0,,,110,47,63,14,4,10,96,43,53,57,27,30,92,41,51,39,16,23,29,12,17,0,0,0,30,30,5,9,4,1,5,2,4,25,14,11,2,26,0,5,3
53380703,0,,,307,149,158,48,18,30,259,131,128,192,95,97,252,126,126,67,36,31,35,17,18,0,0,0,85,85,10,17,17,14,16,7,4,75,42,33,10,48,0,7,6
53380704,0,,,558,251,307,78,31,47,480,220,260,319,153,166,460,211,249,161,67,94,67,23,44,5,1,4,179,179,22,53,46,24,18,9,7,155,108,47,14,108,0,14,17
53380705,0,,,1125,555,570,153,77,76,962,471,491,663,338,325,913,453,460,299,133,166,146,58,88,5,3,2,332,332,51,66,69,64,40,22,20,277,168,109,49,200,0,20,25
53380706,0,,,703,340,363,93,47,46,610,293,317,400,196,204,580,277,303,210,97,113,102,43,59,3,2,1,215,215,23,62,46,40,20,16,8,191,119,72,30,138,1,8,28
53380707,0,,,157,71,86,18,7,11,139,64,75,92,41,51,136,64,72,47,23,24,21,9,12,0,0,0,29,28,3,5,10,3,2,1,4,25,14,11,6,19,1,1,2
53380708,0,,,782,383,399,82,43,39,686,334,352,437,235,202,648,313,335,249,99,150,140,49,91,4,2,2,274,273,63,79,57,35,21,11,7,200,139,61,24,155,6,22,31
53380710,0,,,23,14,9,0,0,0,23,14,9,14,10,4,23,14,9,9,4,5,3,1,2,0,0,0,11,11,4,3,3,1,0,0,0,7,6,1,0,6,0,2,2
53380711,0,,,274,69,205,0,0,0,274,69,205,10,5,5,273,69,204,264,64,200,237,49,188,0,0,0,18,11,6,4,0,0,1,0,0,5,4,1,0,10,0,6,3
53380712,0,,,22,13,9,5,4,1,17,9,8,12,6,6,17,9,8,5,3,2,2,1,1,0,0,0,7,7,0,5,0,0,1,0,1,7,5,2,0,3,0,0,2
53380713,0,,,140,68,72,26,11,15,114,57,57,82,43,39,108,55,53,32,14,18,14,6,8,1,0,1,34,34,0,9,5,9,3,3,5,34,16,18,6,22,0,0,3
53380714,0,,,436,224,212,65,37,28,371,187,184,252,135,117,355,179,176,119,52,67,50,24,26,2,1,1,135,135,16,39,30,24,11,7,8,119,85,34,19,78,0,12,16
53380715,0,,,1473,706,767,221,114,107,1252,592,660,838,416,422,1170,559,611,414,176,238,230,89,141,5,0,5,425,424,54,105,88,86,52,21,18,368,254,114,48,220,2,30,43
53380716,0,,,857,436,421,91,46,45,759,386,373,534,282,252,710,362,348,225,104,121,104,42,62,3,1,2,317,317,95,76,58,40,23,16,9,218,147,71,30,152,14,23,26
53380717,0,,,347,161,186,30,11,19,317,150,167,204,103,101,304,144,160,113,47,66,60,21,39,0,0,0,121,121,25,32,28,16,12,6,2,96,62,34,5,78,1,13,11
53380718,1,,53380719,512,260,252,76,40,36,441,221,220,303,162,141,421,213,208,138,59,79,79,32,47,1,0,1,176,176,48,33,37,29,12,13,5,129,85,44,25,92,11,12,10
53380719,2,53380718,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380720,0,,,229,123,106,68,35,33,159,86,73,148,82,66,159,86,73,11,4,7,5,0,5,1,0,1,89,89,24,20,22,19,2,1,1,65,62,3,27,8,0,1,0
53380721,0,,,54,28,26,2,1,1,52,27,25,37,19,18,50,27,23,15,8,7,7,3,4,6,3,3,20,20,7,5,1,3,2,2,0,13,7,6,0,9,1,0,1
53380722,0,,,4,4,0,0,0,0,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
53380723,0,,,22,15,7,5,4,1,16,10,6,13,8,5,16,10,6,3,2,1,0,0,0,0,0,0,10,10,4,3,1,1,1,0,0,6,6,0,2,2,1,0,1
53380724,0,,,204,98,106,44,26,18,160,72,88,122,55,67,153,71,82,38,17,21,7,2,5,2,2,0,70,70,12,23,12,10,9,3,1,58,49,9,14,26,2,4,10
53380725,0,,,414,211,203,52,28,24,360,181,179,209,113,96,347,172,175,151,68,83,93,38,55,1,1,0,135,134,40,33,22,14,15,5,5,93,58,35,15,79,4,20,13
53380726,0,,,15,6,9,1,0,1,14,6,8,8,3,5,14,6,8,6,3,3,4,2,2,0,0,0,6,6,2,2,0,1,1,0,0,3,2,1,0,4,0,1,0
53380727,0,,,126,63,63,9,5,4,117,58,59,71,37,34,113,56,57,46,21,25,23,9,14,0,0,0,40,40,5,12,9,5,5,3,1,35,23,12,3,30,0,3,8
53380728,0,,,1350,668,682,189,106,83,1157,561,596,819,408,411,1080,521,559,338,153,185,171,72,99,3,1,2,469,469,95,129,95,86,37,19,8,370,276,94,47,235,11,39,50
53380729,0,,,191,82,109,7,3,4,184,79,105,61,32,29,184,79,105,123,47,76,92,30,62,1,0,1,47,46,6,20,10,5,4,1,0,39,28,11,3,37,0,5,10
53380730,0,,,1048,608,440,315,168,147,719,429,290,682,415,267,680,410,270,37,14,23,13,5,8,14,8,6,434,434,198,54,50,80,43,8,1,235,225,10,83,30,20,8,6
53380732,2,53380733,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380733,1,,53380732;53380742,31,12,19,6,2,4,30,12,18,21,8,13,27,12,15,9,4,5,4,1,3,2,0,2,9,9,7,1,2,2,1,0,1,7,3,4,2,6,0,1,1
53380734,0,,,136,72,64,11,7,4,125,65,60,78,44,34,121,62,59,47,21,26,23,10,13,1,0,1,26,24,3,6,4,5,2,2,2,21,13,8,3,20,0,3,5
53380735,0,,,25,15,10,1,0,1,24,15,9,11,8,3,24,15,9,13,7,6,11,6,5,0,0,0,9,9,2,3,2,0,1,1,0,7,4,3,0,7,0,1,2
53380736,0,,,48,15,33,0,0,0,48,15,33,1,1,0,48,15,33,47,14,33,39,11,28,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53380737,0,,,42,21,21,1,1,0,41,20,21,26,14,12,40,19,21,15,6,9,10,3,7,0,0,0,13,13,1,2,6,2,1,1,0,12,7,5,1,9,0,1,1
53380738,0,,,1661,807,854,176,88,88,1485,719,766,903,457,446,1422,689,733,582,262,320,307,122,185,8,2,6,614,614,143,182,128,84,44,21,12,469,330,139,44,399,2,95,83
53380739,0,,,1373,665,708,111,61,50,1261,603,658,806,421,385,1195,568,627,455,182,273,274,100,174,7,2,5,539,539,147,159,109,72,28,19,5,392,297,95,26,318,7,80,75
53380742,2,53380733,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380745,0,,,243,124,119,38,23,15,205,101,104,130,66,64,191,93,98,75,35,40,34,13,21,4,2,2,67,67,2,20,14,12,9,6,4,64,37,27,9,45,0,0,9
53380746,1,,53380756,86,46,40,12,8,4,77,40,37,49,25,24,74,38,36,28,15,13,12,6,6,0,0,0,24,24,2,6,6,4,3,2,2,23,13,10,2,20,0,2,1
53380747,0,,,67,33,34,0,0,0,67,33,34,35,18,17,67,33,34,32,15,17,21,12,9,1,0,1,25,25,2,10,9,2,2,0,0,23,18,5,0,20,0,0,4
53380748,1,,53380749,493,253,240,46,26,20,444,227,217,274,151,123,423,215,208,170,76,94,84,34,50,0,0,0,170,170,32,54,31,27,14,9,4,138,96,42,7,113,0,18,24
53380749,2,53380748,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380755,0,,,11,5,6,0,0,0,11,5,6,6,2,4,11,5,6,5,3,2,0,0,0,0,0,0,4,4,0,2,1,1,0,0,0,4,4,0,0,3,0,0,2
53380756,2,53380746,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380758,0,,,96,47,49,8,4,4,88,43,45,52,27,25,83,40,43,36,16,20,25,10,15,0,0,0,29,29,2,8,9,4,3,1,2,27,13,14,3,25,0,1,6
53380770,0,,,35,21,14,6,5,1,27,15,12,16,8,8,27,15,12,11,7,4,2,2,0,2,1,1,18,18,8,8,0,0,1,1,0,9,8,1,2,8,0,2,5
53380780,0,,,162,85,77,15,8,7,147,77,70,84,45,39,146,76,70,63,32,31,16,8,8,2,2,0,71,71,15,32,16,6,1,1,0,55,50,5,4,40,0,8,16
53380781,0,,,59,28,31,7,3,4,52,25,27,34,16,18,48,23,25,18,9,9,5,1,4,0,0,0,24,24,3,12,4,5,0,0,0,20,19,1,1,12,0,3,6
53380782,2,53380791,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380790,2,53380791,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380791,1,,53380782;53380790,116,56,60,9,8,1,114,51,63,68,28,40,110,50,60,46,23,23,15,10,5,5,3,2,52,52,14,30,5,3,2,2,0,41,36,5,0,31,0,7,15
53380792,0,,,134,64,70,17,10,7,117,54,63,69,28,41,112,53,59,48,26,22,18,8,10,0,0,0,61,61,21,24,6,6,1,3,0,39,35,4,4,32,0,8,10
53381022,2,53381030,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381030,1,,53381022,6,3,3,2,1,1,10,6,4,7,4,3,10,6,4,3,2,1,1,0,1,0,0,0,2,2,3,0,0,1,1,0,0,2,0,2,1,2,2,0,0
53381199,2,53382244,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381216,2,53381217,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381217,1,,53381216,106,49,57,2,2,0,108,49,59,33,18,15,107,49,58,75,31,44,56,22,34,0,0,0,48,47,25,21,2,2,0,0,0,25,25,0,1,35,2,17,12
53381218,0,,,12,5,7,1,1,0,11,4,7,7,3,4,11,4,7,4,1,3,2,0,2,0,0,0,7,7,4,1,2,0,0,0,0,3,3,0,1,4,0,2,1
53381219,2,53381229,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381226,1,,53381227,59,28,31,7,4,3,53,25,28,31,16,15,51,24,27,22,9,13,14,3,11,1,1,0,31,31,17,9,1,3,2,0,0,15,12,3,1,18,3,7,5
53381227,2,53381226,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381229,1,,53381219,2,1,1,0,0,0,11,4,7,7,2,5,11,4,7,4,2,2,3,1,2,0,0,0,2,2,5,0,0,0,0,1,0,0,0,0,0,4,0,3,0
53381237,2,53381247,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381247,1,,53381237,52,24,28,14,9,5,42,16,26,21,10,11,42,16,26,21,6,15,18,5,13,0,0,0,24,24,15,6,3,2,0,2,0,13,11,2,3,17,1,10,3
53381266,2,53381267,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381267,1,,53381266,19,10,9,3,2,1,23,12,11,15,7,8,21,11,10,8,5,3,5,2,3,0,0,0,8,8,5,4,3,1,0,0,0,7,7,0,0,7,1,4,1
53381276,0,,,26,12,14,0,0,0,26,12,14,12,5,7,25,11,14,14,7,7,9,4,5,0,0,0,11,11,2,6,1,1,1,0,0,9,8,1,0,10,0,2,3
53381277,0,,,26,14,12,2,2,0,24,12,12,8,5,3,24,12,12,16,7,9,11,4,7,0,0,0,16,16,10,3,2,1,0,0,0,6,5,1,1,12,0,7,3
53381286,0,,,33,18,15,0,0,0,33,18,15,17,10,7,32,17,15,16,8,8,10,5,5,0,0,0,20,20,12,6,1,0,0,1,0,8,5,3,0,14,3,7,2
53381297,0,,,23,10,13,0,0,0,23,10,13,1,1,0,23,10,13,22,9,13,12,6,6,0,0,0,15,15,7,8,0,0,0,0,0,8,8,0,0,14,0,6,8
53381300,0,,,112,60,52,17,10,7,95,50,45,73,39,34,84,45,39,22,11,11,11,6,5,0,0,0,40,40,8,12,5,11,3,1,0,32,30,2,3,15,0,4,6
53381301,1,,53381302;53381311;53381321,18,12,6,1,0,1,29,15,14,19,14,5,29,15,14,10,1,9,10,1,9,0,0,0,16,15,21,1,2,0,0,0,0,3,3,0,0,9,3,8,1
53381302,2,53381301,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381303,2,53381313,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381305,0,,,267,127,140,18,9,9,249,118,131,147,71,76,237,109,128,102,47,55,61,27,34,23,1,22,125,125,49,40,19,8,6,2,1,76,62,14,7,72,20,21,20
53381306,0,,,131,61,70,5,2,3,125,58,67,59,35,24,123,58,65,66,23,43,39,13,26,0,0,0,60,60,20,21,12,3,3,1,0,40,27,13,0,43,1,9,12
53381307,0,,,42,23,19,2,2,0,40,21,19,21,13,8,38,19,19,19,8,11,7,3,4,0,0,0,16,16,0,11,3,0,1,1,0,16,13,3,0,13,0,0,3
53381308,0,,,238,111,127,16,7,9,222,104,118,111,60,51,211,101,110,111,44,67,75,26,49,2,0,2,82,80,26,29,11,6,3,4,1,54,43,11,2,53,0,20,12
53381311,2,53381301,,8,2,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381312,0,,,35,14,21,2,1,1,33,13,20,15,6,9,32,12,20,18,7,11,11,5,6,0,0,0,13,13,4,3,2,2,1,1,0,9,4,5,0,12,0,4,2
53381313,1,,53381303,16,9,7,0,0,0,18,9,9,5,4,1,18,9,9,13,5,8,8,3,5,0,0,0,10,10,8,3,0,1,0,0,0,4,3,1,0,10,0,6,3
53381314,2,53381324,,9,5,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381315,0,,,110,64,46,6,3,3,104,61,43,63,42,21,103,61,42,41,19,22,20,10,10,12,12,0,64,64,34,18,9,2,1,0,0,29,25,4,2,28,13,8,9
53381317,0,,,107,47,60,2,0,2,104,47,57,48,26,22,103,47,56,56,21,35,25,8,17,0,0,0,52,52,19,21,6,2,4,0,0,33,26,7,2,41,0,15,8
53381318,0,,,105,36,69,4,4,0,101,32,69,21,13,8,100,31,69,80,19,61,66,14,52,0,0,0,19,18,6,8,1,2,1,0,0,12,10,2,1,10,0,5,3
53381321,2,53381301,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381322,0,,,15,7,8,4,3,1,11,4,7,6,3,3,11,4,7,5,1,4,2,0,2,0,0,0,4,4,0,1,1,1,0,1,0,4,2,2,1,3,0,0,0
53381323,0,,,32,15,17,0,0,0,32,15,17,14,7,7,31,15,16,18,8,10,9,3,6,0,0,0,19,19,9,8,1,1,0,0,0,10,10,0,0,13,0,7,5
53381324,1,,53381314,317,156,161,17,9,8,309,152,157,171,90,81,295,143,152,138,62,76,79,32,47,16,2,14,148,148,49,59,26,6,9,2,0,100,79,21,6,91,10,22,30
53381325,0,,,371,143,228,33,13,20,338,130,208,138,66,72,328,126,202,200,64,136,155,46,109,3,0,3,111,107,31,31,25,12,5,2,1,76,70,6,10,60,1,20,15
53381327,0,,,62,33,29,3,2,1,59,31,28,34,18,16,57,31,26,25,13,12,13,5,8,0,0,0,23,23,5,9,4,1,2,1,1,18,13,5,0,18,0,4,4
53381328,0,,,61,31,30,4,0,4,57,31,26,30,20,10,54,29,25,27,11,16,11,3,8,2,0,2,26,26,10,5,6,3,1,1,0,16,11,5,2,16,0,5,4
53381331,0,,,15,8,7,1,1,0,14,7,7,5,2,3,14,7,7,9,5,4,2,1,1,0,0,0,7,7,1,4,2,0,0,0,0,6,5,1,0,5,0,0,3
53381332,0,,,14,4,10,0,0,0,14,4,10,2,2,0,14,4,10,12,2,10,9,0,9,0,0,0,11,11,8,3,0,0,0,0,0,3,3,0,0,11,0,8,1
53381333,0,,,10,4,6,0,0,0,10,4,6,1,0,1,10,4,6,9,4,5,6,3,3,0,0,0,6,6,2,4,0,0,0,0,0,4,4,0,0,6,0,2,4
53381334,0,,,18,10,8,0,0,0,18,10,8,7,4,3,18,10,8,11,6,5,7,3,4,0,0,0,10,10,4,4,2,0,0,0,0,6,6,0,0,8,0,3,2
53381335,0,,,142,75,67,6,5,1,136,70,66,79,45,34,129,66,63,57,25,32,29,13,16,0,0,0,57,57,11,23,13,6,3,0,1,46,39,7,1,37,0,8,12
53381336,0,,,35,20,15,2,2,0,33,18,15,12,7,5,33,18,15,21,11,10,14,6,8,0,0,0,19,19,8,9,1,0,0,1,0,11,7,4,1,15,0,6,3
53381337,0,,,18,8,10,1,0,1,17,8,9,6,3,3,17,8,9,11,5,6,4,2,2,0,0,0,8,8,3,1,3,1,0,0,0,5,3,2,0,6,0,1,1
53381338,0,,,513,246,267,30,12,18,483,234,249,241,127,114,469,228,241,242,107,135,151,60,91,0,0,0,223,223,63,85,43,17,10,2,3,158,126,32,6,162,0,45,47
53381339,0,,,15,9,6,2,1,1,13,8,5,9,5,4,13,8,5,4,3,1,3,2,1,0,0,0,4,4,0,2,0,0,1,1,0,4,2,2,1,3,0,0,1
53381341,0,,,32,12,20,0,0,0,32,12,20,12,6,6,32,12,20,20,6,14,15,5,10,0,0,0,16,16,5,7,3,1,0,0,0,11,9,2,0,14,0,4,5
53381342,0,,,24,9,15,4,1,3,20,8,12,9,5,4,20,8,12,11,3,8,10,3,7,0,0,0,10,10,6,1,1,0,1,0,1,3,1,2,1,9,0,5,1
53381343,0,,,20,9,11,0,0,0,20,9,11,6,2,4,18,8,10,14,7,7,11,5,6,0,0,0,9,9,2,5,1,0,1,0,0,7,6,1,0,8,0,2,5
53381344,2,53381345,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381345,1,,53381344,180,88,92,29,17,12,153,71,82,102,45,57,140,64,76,51,26,25,31,16,15,0,0,0,65,65,18,18,9,15,4,1,2,49,42,7,5,36,0,11,13
53381347,0,,,4,0,4,0,0,0,4,0,4,2,0,2,4,0,4,2,0,2,2,0,2,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0
53381348,0,,,140,65,75,10,3,7,130,62,68,69,33,36,121,57,64,61,29,32,28,11,17,0,0,0,52,52,14,10,13,12,1,1,1,38,29,9,4,39,1,11,8
53381349,0,,,97,43,54,7,4,3,90,39,51,40,21,19,90,39,51,50,18,32,38,11,27,0,0,0,42,42,15,11,11,2,1,1,1,27,19,8,2,36,0,12,4
53381351,2,53381352,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381352,1,,53381351,20,10,10,0,0,0,24,11,13,4,4,0,24,11,13,20,7,13,20,7,13,0,0,0,13,13,11,5,1,0,0,0,0,6,6,0,0,15,0,9,4
53381353,0,,,14,7,7,1,0,1,13,7,6,7,4,3,11,6,5,6,3,3,2,2,0,0,0,0,6,6,3,1,0,1,1,0,0,3,2,1,0,5,0,3,0
53381354,0,,,57,30,27,1,0,1,56,30,26,27,15,12,56,30,26,29,15,14,22,9,13,1,0,1,30,30,14,9,3,4,0,0,0,16,13,3,0,24,0,13,4
53381355,0,,,278,128,150,25,16,9,253,112,141,144,63,81,240,109,131,109,49,60,66,28,38,2,1,1,109,109,28,39,17,13,5,5,2,79,61,18,5,74,1,21,22
53381356,0,,,57,33,24,2,0,2,55,33,22,36,24,12,50,31,19,19,9,10,8,4,4,0,0,0,30,30,15,9,2,2,2,0,0,14,13,1,1,14,0,4,4
53381357,2,53381358,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381358,1,,53381368;53381357,102,52,50,3,2,1,111,54,57,66,37,29,106,51,55,45,17,28,20,7,13,1,1,0,40,40,15,15,4,11,1,0,1,31,21,10,0,34,0,12,5
53381359,0,,,77,36,41,4,2,2,73,34,39,28,15,13,73,34,39,45,19,26,29,10,19,0,0,0,43,43,19,16,6,2,0,0,0,24,24,0,1,36,0,18,10
53381362,0,,,19,10,9,0,0,0,19,10,9,9,7,2,19,10,9,10,3,7,9,2,7,0,0,0,14,14,11,1,2,0,0,0,0,3,2,1,0,10,0,8,0
53381363,0,,,35,15,20,4,1,3,31,14,17,14,6,8,30,14,16,17,8,9,7,4,3,0,0,0,13,13,1,7,3,1,0,0,1,12,10,2,1,10,0,0,7
53381364,0,,,75,34,41,9,5,4,66,29,37,37,19,18,64,29,35,29,10,19,13,5,8,1,0,1,34,34,12,12,2,7,1,0,0,22,19,3,3,24,0,9,5
53381365,0,,,152,74,78,13,4,9,139,70,69,67,38,29,134,67,67,72,32,40,39,20,19,0,0,0,73,73,29,24,12,4,2,1,1,44,33,11,2,53,0,23,9
53381366,0,,,35,18,17,0,0,0,35,18,17,11,6,5,34,17,17,24,12,12,18,9,9,0,0,0,16,16,6,6,2,1,0,0,1,10,8,2,0,14,0,4,5
53381367,0,,,31,13,18,0,0,0,31,13,18,15,6,9,31,13,18,16,7,9,14,6,8,0,0,0,13,13,4,2,5,2,0,0,0,9,8,1,0,11,0,4,1
53381368,2,53381358,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381369,0,,,15,7,8,0,0,0,15,7,8,10,5,5,14,7,7,5,2,3,4,1,3,0,0,0,5,5,0,3,0,1,1,0,0,5,4,1,0,2,0,0,1
53381372,0,,,8,4,4,0,0,0,8,4,4,4,3,1,8,4,4,4,1,3,3,1,2,0,0,0,4,4,2,1,0,1,0,0,0,2,1,1,0,3,0,1,0
53381373,0,,,24,13,11,2,2,0,22,11,11,6,4,2,22,11,11,16,7,9,10,3,7,0,0,0,13,13,5,6,1,1,0,0,0,8,6,2,0,11,0,4,3
53381374,2,53381375,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53381375,1,,53381374,165,76,89,12,3,9,159,75,84,83,46,37,154,73,81,76,29,47,51,18,33,0,0,0,60,60,13,21,14,7,4,3,1,49,32,17,2,51,0,8,11
53381376,0,,,75,35,40,0,0,0,75,35,40,32,16,16,74,35,39,43,19,24,23,7,16,0,0,0,41,40,17,16,3,4,0,0,0,23,21,2,0,29,0,15,10
53381377,0,,,427,197,230,31,12,19,396,185,211,214,112,102,379,174,205,182,73,109,116,40,76,3,1,2,174,174,49,57,27,28,10,1,2,125,99,26,8,129,0,40,26
53381378,0,,,198,95,103,10,5,5,188,90,98,101,51,50,185,88,97,87,39,48,53,21,32,0,0,0,85,85,18,39,14,11,2,1,0,67,59,8,3,62,0,14,18
53381379,0,,,141,69,72,1,0,1,140,69,71,67,35,32,138,68,70,73,34,39,42,15,27,0,0,0,61,61,15,25,11,8,1,1,0,45,39,6,1,47,0,14,19
53381382,0,,,13,7,6,0,0,0,13,7,6,6,3,3,13,7,6,7,4,3,6,3,3,0,0,0,5,5,1,3,0,0,0,1,0,4,4,0,0,4,0,1,2
