year,pop,ISO3
1836,17.7k,
1836,222k,GAB
1836,25.7M,GBR
1836,1.24M,GEO
1836,2M,GHA
1836,1.01M,GIN
1836,108k,GMB
1836,214k,GNB
1836,94.3k,GNQ
1836,2.68M,GRC
1836,31.3k,GRD
1836,682k,GTM
1836,109k,GUY
1836,26.3k,
1836,225k,HND
1836,905,
1836,1.41M,HRV
1836,831k,HTI
1836,4.66M,HUN
1836,19.4M,IDN
1836,223M,IND
1836,8.14M,IRL
1836,7.05M,IRN
1836,1.17M,IRQ
1836,57.9k,ISL
1836,210k,ISR
1836,22.4M,ITA
1836,382k,JAM
1836,258k,JOR
1836,31.5M,JPN
1836,2.36M,KAZ
1836,3.11M,KEN
1836,614k,
1836,2.17M,KHM
1836,19.3k,KIR
1836,22.6k,
1836,9.47M,KOR
1836,81.3k,KWT
1836,547k,
1836,373k,LBN
1836,322k,LBR
1836,252k,LBY
1836,24k,
1836,6500,LIE
1836,1.67M,LKA
1836,219k,LSO
1836,985k,LTU
1836,176k,LUX
1836,766k,LVA
1836,2.77M,MAR
1836,9440,MCO
1836,825k,MDA
1836,2.14M,MDG
1836,46.6k,MDV
1836,6.77M,MEX
1836,8420,MHL
1836,451k,MKD
1836,1.46M,MLI
1836,147k,MLT
1836,3.73M,MMR
1836,163k,MNE
1836,634k,MNG
1836,3.25M,MOZ
1836,329k,MRT
1836,106k,MUS
1836,1.6M,MWI
1836,398k,MYS
1836,142k,NAM
1836,928k,NER
1836,12.8M,NGA
1836,240k,NIC
1836,2.78M,NLD
1836,1.19M,NOR
1836,4.13M,NPL
1836,1860,NRU
1836,80.8k,NZL
1836,333k,OMN
1836,14.4M,PAK
1836,98.1k,PAN
1836,1.8M,PER
1836,2.89M,PHL
1836,4190,PLW
1836,759k,PNG
1836,11.7M,POL
1836,4.4M,
1836,3.62M,PRT
1836,231k,PRY
1836,166k,
1836,14.1k,QAT
1836,7.2M,ROU
1836,36.3M,RUS
1836,1.21M,RWA
1836,2.17M,SAU
1836,4.41M,SDN
1836,967k,SEN
1836,41.9k,SGP
1836,67.7k,SLB
1836,786k,SLE
1836,305k,SLV
1836,6210,SMR
1836,1.23M,SOM
1836,2.08M,SRB
1836,1.13M,SSD
1836,25.5k,STP
1836,83.1k,SUR
1836,2.27M,
1836,540k,SVN
1836,3.02M,SWE
1836,71.2k,SWZ
1836,13.2k,SYC
1836,1.41M,SYR
1836,1.68M,TCD
1836,477k,TGO
1836,4.96M,THA
1836,540k,TJK
1836,425k,TKM
1836,169k,TLS
1836,18.5k,TON
1836,70k,TTO
1836,995k,TUN
1836,10.6M,TUR
1836,2700,TUV
1836,2.1M,TWN
1836,4.15M,TZA
1836,2.52M,UGA
1836,13M,UKR
1836,87.8k,URY
1836,15.6M,USA
1836,2.22M,UZB
1836,28k,VCT
1836,1.07M,VEN
1836,6.25M,VNM
1836,32.5k,VUT
1836,47k,WSM
1836,2.67M,YEM
1836,2.21M,ZAF
1836,1.29M,ZMB
1836,837k,ZWE
1837,3.54M,AFG
1837,2.01M,AGO
1837,472k,ALB
1837,2990,AND
1837,40.2k,ARE
1837,725k,ARG
1837,483k,ARM
1837,37k,ATG
1837,391k,AUS
1837,3.66M,AUT
1837,1.03M,AZE
1837,1.16M,BDI
1837,3.98M,BEL
1837,720k,BEN
1837,1.77M,BFA
1837,21.5M,BGD
1837,2.36M,BGR
1837,64.5k,BHR
1837,27.7k,BHS
1837,946k,BIH
1837,2.75M,BLR
1837,25.7k,BLZ
1837,1.25M,BOL
1837,5.89M,BRA
1837,109k,BRB
1837,3220,BRN
1837,360k,BTN
1837,105k,BWA
1837,699k,CAF
1837,1.52M,CAN
1837,2.18M,CHE
1837,1.11M,CHL
1837,411M,CHN
1837,1.06M,
1837,2.33M,CMR
1837,6.72M,
1837,413k,
1837,1.85M,COL
1837,58.4k,COM
1837,66.7k,CPV
1837,88.9k,CRI
1837,1.01M,CUB
1837,185k,CYP
1837,6.26M,CZE
1837,30.2M,DEU
1837,31.6k,DJI
1837,21.7k,DMA
1837,1.33M,DNK
1837,118k,DOM
1837,2.77M,DZA
1837,660k,ECU
1837,4.43M,EGY
1837,412k,ERI
1837,13.7M,ESP
1837,410k,EST
1837,15.3M,ETH
1837,1.42M,FIN
1837,139k,FJI
1837,34.4M,FRA
1837,17.8k,
1837,226k,GAB
1837,25.9M,GBR
1837,1.25M,GEO
1837,2M,GHA
1837,1.01M,GIN
1837,108k,GMB
1837,214k,GNB
1837,95.2k,GNQ
1837,2.7M,GRC
1837,31.4k,GRD
1837,688k,GTM
1837,106k,GUY
1837,26.7k,
1837,232k,HND
1837,905,
1837,1.43M,HRV
1837,838k,HTI
1837,4.69M,HUN
1837,19.6M,IDN
1837,224M,IND
1837,8.19M,IRL
1837,7.08M,IRN
1837,1.18M,IRQ
1837,57.6k,ISL
1837,210k,ISR
1837,22.5M,ITA
1837,381k,JAM
1837,261k,JOR
1837,31.6M,JPN
1837,2.38M,KAZ
1837,3.13M,KEN
1837,619k,
1837,2.17M,KHM
1837,19.4k,KIR
1837,23k,
1837,9.48M,KOR
1837,81.3k,KWT
1837,552k,
1837,375k,LBN
1837,323k,LBR
1837,254k,LBY
1837,24k,
1837,6550,LIE
1837,1.71M,LKA
1837,215k,LSO
1837,999k,LTU
1837,177k,LUX
1837,779k,LVA
1837,2.78M,MAR
1837,9560,MCO
1837,832k,MDA
1837,2.17M,MDG
1837,46.8k,MDV
1837,6.84M,MEX
1837,8620,MHL
1837,455k,MKD
1837,1.46M,MLI
1837,148k,MLT
1837,3.74M,MMR
1837,165k,MNE
1837,635k,MNG
1837,3.34M,MOZ
1837,326k,MRT
1837,108k,MUS
1837,1.63M,MWI
1837,406k,MYS
1837,140k,NAM
1837,933k,NER
1837,12.9M,NGA
1837,244k,NIC
1837,2.81M,NLD
1837,1.2M,NOR
1837,4.14M,NPL
1837,1860,NRU
1837,78k,NZL
1837,334k,OMN
1837,14.4M,PAK
1837,98.8k,PAN
1837,1.89M,PER
1837,2.94M,PHL
1837,4210,PLW
1837,760k,PNG
1837,11.8M,POL
1837,4.4M,
1837,3.64M,PRT
1837,238k,PRY
1837,166k,
1837,14.1k,QAT
1837,7.26M,ROU
1837,36.6M,RUS
1837,1.23M,RWA
1837,2.17M,SAU
1837,4.42M,SDN
1837,965k,SEN
1837,42.7k,SGP
1837,68.4k,SLB
1837,785k,SLE
1837,309k,SLV
1837,6260,SMR
1837,1.25M,SOM
1837,2.07M,SRB
1837,1.14M,SSD
1837,25.6k,STP
1837,83.2k,SUR
1837,2.28M,
1837,545k,SVN
1837,3.05M,SWE
1837,70.8k,SWZ
1837,13.3k,SYC
1837,1.42M,SYR
1837,1.69M,TCD
1837,479k,TGO
1837,4.98M,THA
1837,545k,TJK
1837,429k,TKM
1837,172k,TLS
1837,18.5k,TON
1837,70.6k,TTO
1837,1M,TUN
1837,10.6M,TUR
1837,2710,TUV
1837,2.11M,TWN
1837,4.23M,TZA
1837,2.55M,UGA
1837,13.1M,UKR
1837,90.4k,URY
1837,16.1M,USA
1837,2.24M,UZB
1837,28.1k,VCT
1837,1.11M,VEN
1837,6.23M,VNM
1837,32.8k,VUT
1837,47k,WSM
1837,2.67M,YEM
1837,2.26M,ZAF
1837,1.31M,ZMB
1837,823k,ZWE
1838,3.55M,AFG
1838,2.04M,AGO
1838,474k,ALB
1838,3010,AND
1838,40.2k,ARE
1838,739k,ARG
1838,487k,ARM
1838,37k,ATG
1838,400k,AUS
1838,3.68M,AUT
1838,1.04M,AZE
1838,1.18M,BDI
1838,4.01M,BEL
1838,725k,BEN
1838,1.77M,BFA
1838,21.6M,BGD
1838,2.37M,BGR
1838,64.5k,BHR
1838,27.7k,BHS
1838,951k,BIH
1838,2.78M,BLR
1838,25.7k,BLZ
1838,1.26M,BOL
1838,5.99M,BRA
1838,111k,BRB
1838,3290,BRN
1838,358k,BTN
1838,105k,BWA
1838,714k,CAF
1838,1.58M,CAN
1838,2.2M,CHE
1838,1.13M,CHL
1838,411M,CHN
1838,1.06M,
1838,2.36M,CMR
1838,6.83M,
1838,419k,
1838,1.88M,COL
1838,58.5k,COM
1838,67.4k,CPV
1838,90.6k,CRI
1838,1.01M,CUB
1838,185k,CYP
1838,6.3M,CZE
1838,30.5M,DEU
1838,32.2k,DJI
1838,21.8k,DMA
1838,1.34M,DNK
1838,120k,DOM
1838,2.78M,DZA
1838,671k,ECU
1838,4.45M,EGY
1838,429k,ERI
1838,13.8M,ESP
1838,415k,EST
1838,15.6M,ETH
1838,1.43M,FIN
1838,140k,FJI
1838,34.6M,FRA
1838,17.9k,
1838,231k,GAB
1838,26.2M,GBR
1838,1.26M,GEO
1838,1.99M,GHA
1838,1.01M,GIN
1838,108k,GMB
1838,214k,GNB
1838,96.2k,GNQ
1838,2.73M,GRC
1838,31.5k,GRD
1838,694k,GTM
1838,103k,GUY
1838,27.1k,
1838,239k,HND
1838,905,
1838,1.44M,HRV
1838,845k,HTI
1838,4.73M,HUN
1838,19.7M,IDN
1838,225M,IND
1838,8.24M,IRL
1838,7.11M,IRN
1838,1.18M,IRQ
1838,57.4k,ISL
1838,210k,ISR
1838,22.6M,ITA
1838,379k,JAM
1838,264k,JOR
1838,31.6M,JPN
1838,2.41M,KAZ
1838,3.15M,KEN
1838,625k,
1838,2.18M,KHM
1838,19.5k,KIR
1838,23.4k,
1838,9.48M,KOR
1838,81.3k,KWT
1838,557k,
1838,378k,LBN
1838,323k,LBR
1838,255k,LBY
1838,24k,
1838,6590,LIE
1838,1.74M,LKA
1838,212k,LSO
1838,1.01M,LTU
1838,178k,LUX
1838,792k,LVA
1838,2.78M,MAR
1838,9670,MCO
1838,840k,MDA
1838,2.2M,MDG
1838,47.1k,MDV
1838,6.91M,MEX
1838,8820,MHL
1838,459k,MKD
1838,1.46M,MLI
1838,149k,MLT
1838,3.76M,MMR
1838,168k,MNE
1838,636k,MNG
1838,3.43M,MOZ
1838,323k,MRT
1838,110k,MUS
1838,1.67M,MWI
1838,415k,MYS
1838,138k,NAM
1838,938k,NER
1838,12.9M,NGA
1838,248k,NIC
1838,2.83M,NLD
1838,1.22M,NOR
1838,4.16M,NPL
1838,1860,NRU
1838,75.3k,NZL
1838,335k,OMN
1838,14.5M,PAK
1838,99.6k,PAN
1838,1.97M,PER
1838,2.99M,PHL
1838,4230,PLW
1838,760k,PNG
1838,11.9M,POL
1838,4.4M,
1838,3.66M,PRT
1838,245k,PRY
1838,166k,
1838,14.1k,QAT
1838,7.31M,ROU
1838,37M,RUS
1838,1.25M,RWA
1838,2.18M,SAU
1838,4.44M,SDN
1838,962k,SEN
1838,43.6k,SGP
1838,69.2k,SLB
1838,785k,SLE
1838,313k,SLV
1838,6310,SMR
1838,1.26M,SOM
1838,2.07M,SRB
1838,1.14M,SSD
1838,25.8k,STP
1838,83.4k,SUR
1838,2.29M,
1838,550k,SVN
1838,3.07M,SWE
1838,70.5k,SWZ
1838,13.3k,SYC
1838,1.42M,SYR
1838,1.69M,TCD
1838,481k,TGO
1838,5M,THA
1838,550k,TJK
1838,433k,TKM
1838,174k,TLS
1838,18.5k,TON
1838,71.3k,TTO
1838,1.01M,TUN
1838,10.7M,TUR
1838,2730,TUV
1838,2.12M,TWN
1838,4.31M,TZA
1838,2.58M,UGA
1838,13.2M,UKR
1838,93.1k,URY
1838,16.5M,USA
1838,2.26M,UZB
1838,28.2k,VCT
1838,1.15M,VEN
1838,6.21M,VNM
1838,33.1k,VUT
1838,47k,WSM
1838,2.68M,YEM
1838,2.31M,ZAF
1838,1.33M,ZMB
1838,810k,ZWE
1839,3.57M,AFG
1839,2.07M,AGO
1839,476k,ALB
1839,3030,AND
1839,40.2k,ARE
1839,756k,ARG
1839,492k,ARM
1839,37k,ATG
1839,411k,AUS
1839,3.7M,AUT
1839,1.05M,AZE
1839,1.2M,BDI
1839,4.05M,BEL
1839,731k,BEN
1839,1.78M,BFA
1839,21.7M,BGD
1839,2.38M,BGR
1839,64.5k,BHR
1839,27.8k,BHS
1839,957k,BIH
1839,2.8M,BLR
1839,25.8k,BLZ
1839,1.27M,BOL
1839,6.08M,BRA
1839,113k,BRB
1839,3360,BRN
1839,357k,BTN
1839,104k,BWA
1839,730k,CAF
1839,1.64M,CAN
1839,2.21M,CHE
1839,1.16M,CHL
1839,412M,CHN
1839,1.05M,
1839,2.39M,CMR
1839,6.93M,
1839,426k,
1839,1.9M,COL
1839,58.6k,COM
1839,68.1k,CPV
1839,92.1k,CRI
1839,1.01M,CUB
1839,185k,CYP
1839,6.34M,CZE
1839,30.8M,DEU
1839,32.8k,DJI
1839,21.9k,DMA
1839,1.35M,DNK
1839,122k,DOM
1839,2.78M,DZA
1839,682k,ECU
1839,4.48M,EGY
1839,447k,ERI
1839,13.8M,ESP
1839,420k,EST
1839,15.8M,ETH
1839,1.44M,FIN
1839,140k,FJI
1839,34.7M,FRA
1839,18k,
1839,236k,GAB
1839,26.4M,GBR
1839,1.28M,GEO
1839,1.99M,GHA
1839,1.01M,GIN
1839,109k,GMB
1839,213k,GNB
1839,97.1k,GNQ
1839,2.75M,GRC
1839,31.6k,GRD
1839,701k,GTM
1839,102k,GUY
1839,27.6k,
1839,247k,HND
1839,905,
1839,1.45M,HRV
1839,853k,HTI
1839,4.76M,HUN
1839,19.9M,IDN
1839,226M,IND
1839,8.25M,IRL
1839,7.14M,IRN
1839,1.19M,IRQ
1839,57.3k,ISL
1839,210k,ISR
1839,22.8M,ITA
1839,379k,JAM
1839,266k,JOR
1839,31.6M,JPN
1839,2.43M,KAZ
1839,3.16M,KEN
1839,631k,
1839,2.18M,KHM
1839,19.6k,KIR
1839,23.8k,
1839,9.49M,KOR
1839,81.3k,KWT
1839,563k,
1839,381k,LBN
1839,324k,LBR
1839,256k,LBY
1839,24k,
1839,6640,LIE
1839,1.78M,LKA
1839,209k,LSO
1839,1.03M,LTU
1839,179k,LUX
1839,805k,LVA
1839,2.79M,MAR
1839,9790,MCO
1839,848k,MDA
1839,2.23M,MDG
1839,47.4k,MDV
1839,6.97M,MEX
1839,9020,MHL
1839,463k,MKD
1839,1.47M,MLI
1839,150k,MLT
1839,3.77M,MMR
1839,170k,MNE
1839,637k,MNG
1839,3.52M,MOZ
1839,320k,MRT
1839,113k,MUS
1839,1.7M,MWI
1839,423k,MYS
1839,136k,NAM
1839,943k,NER
1839,13M,NGA
1839,252k,NIC
1839,2.86M,NLD
1839,1.23M,NOR
1839,4.17M,NPL
1839,1860,NRU
1839,73.5k,NZL
1839,336k,OMN
1839,14.5M,PAK
1839,100k,PAN
1839,2.06M,PER
1839,3.04M,PHL
1839,4250,PLW
1839,760k,PNG
1839,12M,POL
1839,4.41M,
1839,3.68M,PRT
1839,252k,PRY
1839,166k,
1839,14.1k,QAT
1839,7.37M,ROU
1839,37.3M,RUS
1839,1.27M,RWA
1839,2.18M,SAU
1839,4.46M,SDN
1839,960k,SEN
1839,44.6k,SGP
1839,69.9k,SLB
1839,784k,SLE
1839,317k,SLV
1839,6360,SMR
1839,1.28M,SOM
1839,2.07M,SRB
1839,1.15M,SSD
1839,26k,STP
1839,83.5k,SUR
1839,2.3M,
1839,555k,SVN
1839,3.1M,SWE
1839,70.1k,SWZ
1839,13.4k,SYC
1839,1.43M,SYR
1839,1.7M,TCD
1839,483k,TGO
1839,5.02M,THA
1839,555k,TJK
1839,437k,TKM
1839,176k,TLS
1839,18.5k,TON
1839,72k,TTO
1839,1.02M,TUN
1839,10.7M,TUR
1839,2740,TUV
1839,2.12M,TWN
1839,4.4M,TZA
1839,2.61M,UGA
1839,13.3M,UKR
1839,95.8k,URY
1839,17M,USA
1839,2.28M,UZB
1839,28.4k,VCT
1839,1.18M,VEN
1839,6.2M,VNM
1839,33.5k,VUT
1839,47k,WSM
1839,2.68M,YEM
1839,2.36M,ZAF
1839,1.35M,ZMB
1839,797k,ZWE
1840,3.59M,AFG
1840,2.1M,AGO
1840,478k,ALB
1840,3060,AND
1840,40.2k,ARE
1840,776k,ARG
1840,496k,ARM
1840,37k,ATG
1840,424k,AUS
1840,3.72M,AUT
1840,1.06M,AZE
1840,1.21M,BDI
1840,4.08M,BEL
1840,736k,BEN
1840,1.79M,BFA
1840,21.8M,BGD
1840,2.39M,BGR
1840,64.5k,BHR
1840,27.8k,BHS
1840,963k,BIH
1840,2.83M,BLR
1840,25.8k,BLZ
1840,1.28M,BOL
1840,6.18M,BRA
1840,115k,BRB
1840,3430,BRN
1840,355k,BTN
1840,104k,BWA
1840,747k,CAF
1840,1.7M,CAN
1840,2.22M,CHE
1840,1.18M,CHL
1840,412M,CHN
1840,1.05M,
1840,2.42M,CMR
1840,7.04M,
1840,433k,
1840,1.92M,COL
1840,58.8k,COM
1840,68.8k,CPV
1840,93.4k,CRI
1840,1.02M,CUB
1840,185k,CYP
1840,6.38M,CZE
1840,31.1M,DEU
1840,33.4k,DJI
1840,22k,DMA
1840,1.36M,DNK
1840,124k,DOM
1840,2.79M,DZA
1840,693k,ECU
1840,4.53M,EGY
1840,466k,ERI
1840,13.9M,ESP
1840,425k,EST
1840,16M,ETH
1840,1.45M,FIN
1840,140k,FJI
1840,34.9M,FRA
1840,18.1k,
1840,241k,GAB
1840,26.6M,GBR
1840,1.29M,GEO
1840,1.99M,GHA
1840,1.01M,GIN
1840,109k,GMB
1840,213k,GNB
1840,98.1k,GNQ
1840,2.78M,GRC
1840,31.8k,GRD
1840,710k,GTM
1840,101k,GUY
1840,28.1k,
1840,255k,HND
1840,905,
1840,1.46M,HRV
1840,860k,HTI
1840,4.8M,HUN
1840,20.1M,IDN
1840,227M,IND
1840,8.22M,IRL
1840,7.17M,IRN
1840,1.2M,IRQ
1840,57.2k,ISL
1840,210k,ISR
1840,22.9M,ITA
1840,379k,JAM
1840,269k,JOR
1840,31.7M,JPN
1840,2.45M,KAZ
1840,3.18M,KEN
1840,637k,
1840,2.19M,KHM
1840,19.7k,KIR
1840,24.2k,
1840,9.49M,KOR
1840,81.3k,KWT
1840,568k,
1840,383k,LBN
1840,324k,LBR
1840,257k,LBY
1840,24k,
1840,6690,LIE
1840,1.81M,LKA
1840,206k,LSO
1840,1.04M,LTU
1840,180k,LUX
1840,818k,LVA
1840,2.79M,MAR
1840,9910,MCO
1840,855k,MDA
1840,2.27M,MDG
1840,47.7k,MDV
1840,7.04M,MEX
1840,9230,MHL
1840,467k,MKD
1840,1.47M,MLI
1840,151k,MLT
1840,3.78M,MMR
1840,173k,MNE
1840,638k,MNG
1840,3.62M,MOZ
1840,317k,MRT
1840,117k,MUS
1840,1.74M,MWI
1840,432k,MYS
1840,134k,NAM
1840,948k,NER
1840,13M,NGA
1840,256k,NIC
1840,2.88M,NLD
1840,1.24M,NOR
1840,4.19M,NPL
1840,1870,NRU
1840,72.6k,NZL
1840,337k,OMN
1840,14.6M,PAK
1840,101k,PAN
1840,2.16M,PER
1840,3.09M,PHL
1840,4270,PLW
1840,761k,PNG
1840,12.1M,POL
1840,4.41M,
1840,3.7M,PRT
1840,260k,PRY
1840,166k,
1840,14.1k,QAT
1840,7.42M,ROU
1840,37.7M,RUS
1840,1.29M,RWA
1840,2.19M,SAU
1840,4.48M,SDN
1840,957k,SEN
1840,45.5k,SGP
1840,70.7k,SLB
1840,784k,SLE
1840,322k,SLV
1840,6410,SMR
1840,1.3M,SOM
1840,2.06M,SRB
1840,1.15M,SSD
1840,26.2k,STP
1840,83.7k,SUR
1840,2.31M,
1840,560k,SVN
1840,3.13M,SWE
1840,69.7k,SWZ
1840,13.4k,SYC
1840,1.43M,SYR
1840,1.71M,TCD
1840,486k,TGO
1840,5.03M,THA
1840,560k,TJK
1840,441k,TKM
1840,179k,TLS
1840,18.5k,TON
1840,72.7k,TTO
1840,1.03M,TUN
1840,10.7M,TUR
1840,2750,TUV
1840,2.13M,TWN
1840,4.49M,TZA
1840,2.64M,UGA
1840,13.5M,UKR
1840,98.7k,URY
1840,17.5M,USA
1840,2.3M,UZB
1840,28.5k,VCT
1840,1.2M,VEN
1840,6.18M,VNM
1840,33.8k,VUT
1840,47k,WSM
1840,2.69M,YEM
1840,2.41M,ZAF
1840,1.37M,ZMB
1840,784k,ZWE
1841,3.6M,AFG
1841,2.13M,AGO
1841,480k,ALB
1841,3080,AND
1841,40.2k,ARE
1841,800k,ARG
1841,501k,ARM
1841,37k,ATG
1841,437k,AUS
1841,3.74M,AUT
1841,1.07M,AZE
1841,1.23M,BDI
1841,4.12M,BEL
1841,741k,BEN
1841,1.79M,BFA
1841,21.9M,BGD
1841,2.4M,BGR
1841,64.5k,BHR
1841,27.8k,BHS
1841,969k,BIH
1841,2.85M,BLR
1841,25.8k,BLZ
1841,1.29M,BOL
1841,6.28M,BRA
1841,117k,BRB
1841,3500,BRN
1841,353k,BTN
1841,104k,BWA
1841,763k,CAF
1841,1.77M,CAN
1841,2.24M,CHE
1841,1.2M,CHL
1841,412M,CHN
1841,1.05M,
1841,2.46M,CMR
1841,7.15M,
1841,440k,
1841,1.94M,COL
1841,58.9k,COM
1841,69.5k,CPV
1841,94.5k,CRI
1841,1.03M,CUB
1841,185k,CYP
1841,6.42M,CZE
1841,31.4M,DEU
1841,34.1k,DJI
1841,22.1k,DMA
1841,1.37M,DNK
1841,126k,DOM
1841,2.79M,DZA
1841,705k,ECU
1841,4.61M,EGY
1841,485k,ERI
1841,14M,ESP
1841,430k,EST
1841,16.2M,ETH
1841,1.46M,FIN
1841,140k,FJI
1841,35M,FRA
1841,18.2k,
1841,246k,GAB
1841,26.7M,GBR
1841,1.3M,GEO
1841,1.99M,GHA
1841,1.02M,GIN
1841,109k,GMB
1841,213k,GNB
1841,99.1k,GNQ
1841,2.8M,GRC
1841,31.9k,GRD
1841,721k,GTM
1841,102k,GUY
1841,28.6k,
1841,263k,HND
1841,905,
1841,1.48M,HRV
1841,868k,HTI
1841,4.83M,HUN
1841,20.2M,IDN
1841,227M,IND
1841,8.15M,IRL
1841,7.2M,IRN
1841,1.2M,IRQ
1841,57.3k,ISL
1841,210k,ISR
1841,23.1M,ITA
1841,380k,JAM
1841,272k,JOR
1841,31.7M,JPN
1841,2.47M,KAZ
1841,3.2M,KEN
1841,643k,
1841,2.19M,KHM
1841,19.8k,KIR
1841,24.6k,
1841,9.5M,KOR
1841,81.3k,KWT
1841,574k,
1841,386k,LBN
1841,325k,LBR
1841,259k,LBY
1841,24k,
1841,6740,LIE
1841,1.85M,LKA
1841,203k,LSO
1841,1.06M,LTU
1841,181k,LUX
1841,831k,LVA
1841,2.8M,MAR
1841,10k,MCO
1841,863k,MDA
1841,2.3M,MDG
1841,48k,MDV
1841,7.1M,MEX
1841,9450,MHL
1841,471k,MKD
1841,1.47M,MLI
1841,152k,MLT
1841,3.8M,MMR
1841,176k,MNE
1841,639k,MNG
1841,3.72M,MOZ
1841,314k,MRT
1841,121k,MUS
1841,1.78M,MWI
1841,441k,MYS
1841,133k,NAM
1841,953k,NER
1841,13.1M,NGA
1841,260k,NIC
1841,2.91M,NLD
1841,1.26M,NOR
1841,4.21M,NPL
1841,1870,NRU
1841,72.7k,NZL
1841,338k,OMN
1841,14.6M,PAK
1841,102k,PAN
1841,2.26M,PER
1841,3.14M,PHL
1841,4290,PLW
1841,761k,PNG
1841,12.2M,POL
1841,4.41M,
1841,3.71M,PRT
1841,268k,PRY
1841,166k,
1841,14.1k,QAT
1841,7.48M,ROU
1841,38M,RUS
1841,1.31M,RWA
1841,2.19M,SAU
1841,4.5M,SDN
1841,954k,SEN
1841,46.5k,SGP
1841,71.4k,SLB
1841,783k,SLE
1841,326k,SLV
1841,6460,SMR
1841,1.31M,SOM
1841,2.06M,SRB
1841,1.16M,SSD
1841,26.4k,STP
1841,83.8k,SUR
1841,2.31M,
1841,565k,SVN
1841,3.16M,SWE
1841,69.4k,SWZ
1841,13.5k,SYC
1841,1.43M,SYR
1841,1.72M,TCD
1841,488k,TGO
1841,5.05M,THA
1841,565k,TJK
1841,445k,TKM
1841,181k,TLS
1841,18.5k,TON
1841,73.4k,TTO
1841,1.04M,TUN
1841,10.8M,TUR
1841,2770,TUV
1841,2.14M,TWN
1841,4.58M,TZA
1841,2.67M,UGA
1841,13.6M,UKR
1841,102k,URY
1841,18M,USA
1841,2.33M,UZB
1841,28.7k,VCT
1841,1.22M,VEN
1841,6.16M,VNM
1841,34.1k,VUT
1841,47k,WSM
1841,2.69M,YEM
1841,2.47M,ZAF
1841,1.39M,ZMB
1841,771k,ZWE
1842,3.62M,AFG
1842,2.16M,AGO
1842,482k,ALB
1842,3100,AND
1842,40.2k,ARE
1842,826k,ARG
1842,505k,ARM
1842,37k,ATG
1842,452k,AUS
1842,3.76M,AUT
1842,1.08M,AZE
1842,1.25M,BDI
1842,4.15M,BEL
1842,747k,BEN
1842,1.8M,BFA
1842,22M,BGD
1842,2.41M,BGR
1842,64.5k,BHR
1842,27.8k,BHS
1842,975k,BIH
1842,2.88M,BLR
1842,25.8k,BLZ
1842,1.29M,BOL
1842,6.38M,BRA
1842,119k,BRB
1842,3570,BRN
1842,351k,BTN
1842,103k,BWA
1842,780k,CAF
1842,1.83M,CAN
1842,2.25M,CHE
1842,1.22M,CHL
1842,412M,CHN
1842,1.05M,
1842,2.49M,CMR
1842,7.26M,
1842,447k,
1842,1.96M,COL
1842,59k,COM
1842,70.3k,CPV
1842,95.4k,CRI
1842,1.04M,CUB
1842,185k,CYP
1842,6.47M,CZE
1842,31.6M,DEU
1842,34.7k,DJI
1842,22.3k,DMA
1842,1.38M,DNK
1842,128k,DOM
1842,2.8M,DZA
1842,716k,ECU
1842,4.7M,EGY
1842,506k,ERI
1842,14.1M,ESP
1842,435k,EST
1842,16.5M,ETH
1842,1.48M,FIN
1842,139k,FJI
1842,35.2M,FRA
1842,18.3k,
1842,251k,GAB
1842,26.8M,GBR
1842,1.31M,GEO
1842,1.99M,GHA
1842,1.02M,GIN
1842,110k,GMB
1842,213k,GNB
1842,100k,GNQ
1842,2.83M,GRC
1842,32k,GRD
1842,733k,GTM
1842,103k,GUY
1842,29.3k,
1842,272k,HND
1842,905,
1842,1.49M,HRV
1842,875k,HTI
1842,4.87M,HUN
1842,20.4M,IDN
1842,228M,IND
1842,8.03M,IRL
1842,7.24M,IRN
1842,1.21M,IRQ
1842,57.4k,ISL
1842,210k,ISR
1842,23.2M,ITA
1842,381k,JAM
1842,275k,JOR
1842,31.7M,JPN
1842,2.5M,KAZ
1842,3.21M,KEN
1842,648k,
1842,2.2M,KHM
1842,19.9k,KIR
1842,25k,
1842,9.5M,KOR
1842,81.3k,KWT
1842,579k,
1842,389k,LBN
1842,326k,LBR
1842,260k,LBY
1842,24k,
1842,6780,LIE
1842,1.89M,LKA
1842,200k,LSO
1842,1.08M,LTU
1842,183k,LUX
1842,845k,LVA
1842,2.8M,MAR
1842,10.2k,MCO
1842,871k,MDA
1842,2.34M,MDG
1842,48.2k,MDV
1842,7.16M,MEX
1842,9670,MHL
1842,475k,MKD
1842,1.48M,MLI
1842,153k,MLT
1842,3.81M,MMR
1842,179k,MNE
1842,640k,MNG
1842,3.82M,MOZ
1842,311k,MRT
1842,126k,MUS
1842,1.82M,MWI
1842,450k,MYS
1842,131k,NAM
1842,958k,NER
1842,13.1M,NGA
1842,264k,NIC
1842,2.93M,NLD
1842,1.27M,NOR
1842,4.22M,NPL
1842,1870,NRU
1842,73.7k,NZL
1842,339k,OMN
1842,14.7M,PAK
1842,102k,PAN
1842,2.36M,PER
1842,3.19M,PHL
1842,4310,PLW
1842,761k,PNG
1842,12.3M,POL
1842,4.42M,
1842,3.73M,PRT
1842,276k,PRY
1842,166k,
1842,14.1k,QAT
1842,7.53M,ROU
1842,38.4M,RUS
1842,1.33M,RWA
1842,2.2M,SAU
1842,4.52M,SDN
1842,952k,SEN
