year,gdp,ISO3
1979,2550,GHA
1979,1330,GIN
1979,2120,GMB
1979,2190,GNB
1979,1970,GNQ
1979,22k,GRC
1979,6080,GRD
1979,7390,GTM
1979,5790,GUY
1979,18.4k,
1979,4350,HND
1979,20.3k,HRV
1979,3480,HTI
1979,15.1k,HUN
1979,3210,IDN
1979,1550,IND
1979,19.5k,IRL
1979,12.4k,IRN
1979,12.5k,IRQ
1979,30.2k,ISL
1979,20.8k,ISR
1979,28.4k,ITA
1979,7550,JAM
1979,8850,JOR
1979,24.8k,JPN
1979,14.8k,KAZ
1979,2800,KEN
1979,6380,
1979,1550,KHM
1979,5070,KIR
1979,8320,
1979,6840,KOR
1979,53.4k,KWT
1979,1350,
1979,8680,LBN
1979,5310,LBR
1979,35.3k,LBY
1979,5490,
1979,3260,LKA
1979,1540,LSO
1979,16.9k,LTU
1979,40k,LUX
1979,16.3k,LVA
1979,3670,MAR
1979,80.3k,MCO
1979,12.9k,MDA
1979,2330,MDG
1979,4430,MDV
1979,14.1k,MEX
1979,2970,MHL
1979,12.7k,MKD
1979,1590,MLI
1979,12k,MLT
1979,968,MMR
1979,13.4k,MNE
1979,2930,MNG
1979,602,MOZ
1979,3810,MRT
1979,7540,MUS
1979,1230,MWI
1979,7530,MYS
1979,7710,NAM
1979,1650,NER
1979,3440,NGA
1979,4830,NIC
1979,30.9k,NLD
1979,32.3k,NOR
1979,1390,NPL
1979,48.8k,NRU
1979,26.1k,NZL
1979,13.3k,OMN
1979,2240,PAK
1979,9520,PAN
1979,7930,PER
1979,4750,PHL
1979,38.7k,PLW
1979,3290,PNG
1979,13.2k,POL
1979,3010,
1979,16.5k,PRT
1979,7240,PRY
1979,3990,
1979,99.6k,QAT
1979,10.1k,ROU
1979,18.6k,RUS
1979,1400,RWA
1979,51.7k,SAU
1979,2580,SDN
1979,2840,SEN
1979,19.1k,SGP
1979,2470,SLB
1979,1850,SLE
1979,6120,SLV
1979,45.2k,SMR
1979,1210,SOM
1979,16.9k,SRB
1979,2230,SSD
1979,4330,STP
1979,15.4k,SUR
1979,14.2k,
1979,27.6k,SVN
1979,29.1k,SWE
1979,3870,SWZ
1979,10.8k,SYC
1979,10.5k,SYR
1979,916,TCD
1979,2270,TGO
1979,4590,THA
1979,6100,TJK
1979,8940,TKM
1979,1510,TLS
1979,1900,TON
1979,17.5k,TTO
1979,5420,TUN
1979,9210,TUR
1979,3500,TUV
1979,9110,TWN
1979,1290,TZA
1979,1100,UGA
1979,13.1k,UKR
1979,12.3k,URY
1979,36.2k,USA
1979,6160,UZB
1979,4570,VCT
1979,22.3k,VEN
1979,1650,VNM
1979,3180,VUT
1979,4800,WSM
1979,3730,YEM
1979,10.2k,ZAF
1979,2430,ZMB
1979,2470,ZWE
1980,1540,AFG
1980,4160,AGO
1980,5230,ALB
1980,47.4k,AND
1980,109k,ARE
1980,18.4k,ARG
1980,7460,ARM
1980,9230,ATG
1980,28.4k,AUS
1980,30.8k,AUT
1980,8390,AZE
1980,1140,BDI
1980,30.5k,BEL
1980,2410,BEN
1980,1190,BFA
1980,1380,BGD
1980,11.4k,BGR
1980,21.3k,BHR
1980,35.2k,BHS
1980,3670,BIH
1980,9440,BLR
1980,4660,BLZ
1980,5710,BOL
1980,11.2k,BRA
1980,14.8k,BRB
1980,146k,BRN
1980,1490,BTN
1980,3980,BWA
1980,1360,CAF
1980,32.4k,CAN
1980,43.6k,CHE
1980,10.1k,CHL
1980,1220,CHN
1980,5030,
1980,3010,CMR
1980,1800,
1980,4090,
1980,8100,COL
1980,2080,COM
1980,1450,CPV
1980,10.5k,CRI
1980,5700,CUB
1980,14.5k,CYP
1980,19k,CZE
1980,30.5k,DEU
1980,5160,DJI
1980,3930,DMA
1980,32.6k,DNK
1980,5760,DOM
1980,8040,DZA
1980,8810,ECU
1980,4570,EGY
1980,1250,ERI
1980,20.5k,ESP
1980,17.1k,EST
1980,1070,ETH
1980,26.7k,FIN
1980,7060,FJI
1980,29.8k,FRA
1980,2870,
1980,15.2k,GAB
1980,25.9k,GBR
1980,11.5k,GEO
1980,2470,GHA
1980,1340,GIN
1980,2060,GMB
1980,1820,GNB
1980,1870,GNQ
1980,22.1k,GRC
1980,6030,GRD
1980,7450,GTM
1980,5880,GUY
1980,19.7k,
1980,4220,HND
1980,20.6k,HRV
1980,3680,HTI
1980,15.2k,HUN
1980,3410,IDN
1980,1600,IND
1980,19.9k,IRL
1980,9740,IRN
1980,11.9k,IRQ
1980,31.6k,ISL
1980,21.1k,ISR
1980,29.3k,ITA
1980,7040,JAM
1980,9780,JOR
1980,25.2k,JPN
1980,14.7k,KAZ
1980,2850,KEN
1980,6330,
1980,1500,KHM
1980,2750,KIR
1980,9020,
1980,6590,KOR
1980,40.8k,KWT
1980,1470,
1980,8980,LBN
1980,4800,LBR
1980,34.8k,LBY
1980,5120,
1980,3380,LKA
1980,1440,LSO
1980,17.1k,LTU
1980,40.3k,LUX
1980,16.5k,LVA
1980,3790,MAR
1980,82.3k,MCO
1980,13k,MDA
1980,2280,MDG
1980,5080,MDV
1980,14.9k,MEX
1980,2650,MHL
1980,12.7k,MKD
1980,1440,MLI
1980,12.5k,MLT
1980,1010,MMR
1980,16.6k,MNE
1980,3060,MNG
1980,595,MOZ
1980,3790,MRT
1980,6610,MUS
1980,1250,MWI
1980,7920,MYS
1980,8000,NAM
1980,1620,NER
1980,3420,NGA
1980,4880,NIC
1980,31.3k,NLD
1980,33.7k,NOR
1980,1330,NPL
1980,46.5k,NRU
1980,26.3k,NZL
1980,13.5k,OMN
1980,2370,PAK
1980,10.8k,PAN
1980,8110,PER
1980,4840,PHL
1980,20.6k,PLW
1980,3180,PNG
1980,12.4k,POL
1980,3080,
1980,17.1k,PRT
1980,7890,PRY
1980,4400,
1980,95.4k,QAT
1980,10.4k,ROU
1980,19.2k,RUS
1980,1460,RWA
1980,53k,SAU
1980,2540,SDN
1980,2660,SEN
1980,20.8k,SGP
1980,2250,SLB
1980,1860,SLE
1980,5510,SLV
1980,46.4k,SMR
1980,1170,SOM
1980,16.8k,SRB
1980,2170,SSD
1980,4180,STP
1980,14.1k,SUR
1980,14.5k,
1980,27.2k,SVN
1980,29.5k,SWE
1980,3810,SWZ
1980,10.3k,SYC
1980,11.3k,SYR
1980,851,TCD
1980,2100,TGO
1980,4680,THA
1980,5950,TJK
1980,8770,TKM
1980,1560,TLS
1980,2170,TON
1980,18.7k,TTO
1980,5660,TUN
1980,8900,TUR
1980,3200,TUV
1980,9580,TWN
1980,1280,TZA
1980,1030,UGA
1980,13.2k,UKR
1980,12.9k,URY
1980,35.7k,USA
1980,6010,UZB
1980,4640,VCT
1980,21.2k,VEN
1980,1560,VNM
1980,2740,VUT
1980,4470,WSM
1980,3620,YEM
1980,10.6k,ZAF
1980,2440,ZMB
1980,2640,ZWE
1981,1730,AFG
1981,3990,AGO
1981,5360,ALB
1981,45.6k,AND
1981,109k,ARE
1981,17k,ARG
1981,7560,ARM
1981,9650,ATG
1981,28.9k,AUS
1981,30.7k,AUT
1981,8730,AZE
1981,1220,BDI
1981,30.2k,BEL
1981,2420,BEN
1981,1190,BFA
1981,1410,BGD
1981,11.8k,BGR
1981,21.5k,BHR
1981,32.5k,BHS
1981,3680,BIH
1981,9720,BLR
1981,4620,BLZ
1981,5430,BOL
1981,10.5k,BRA
1981,14.4k,BRB
1981,112k,BRN
1981,1630,BTN
1981,4270,BWA
1981,1420,CAF
1981,33k,CAN
1981,44.3k,CHE
1981,10.5k,CHL
1981,1230,CHN
1981,5070,
1981,3430,CMR
1981,1790,
1981,4370,
1981,8070,COL
1981,2150,COM
1981,1540,CPV
1981,9970,CRI
1981,6140,CUB
1981,14.8k,CYP
1981,19k,CZE
1981,30.5k,DEU
1981,5080,DJI
1981,4410,DMA
1981,32.3k,DNK
1981,5880,DOM
1981,8040,DZA
1981,8900,ECU
1981,4560,EGY
1981,1260,ERI
1981,20.3k,ESP
1981,17.5k,EST
1981,1040,ETH
1981,27k,FIN
1981,7310,FJI
1981,29.9k,FRA
1981,3030,
1981,14.9k,GAB
1981,25.6k,GBR
1981,12k,GEO
1981,2370,GHA
1981,1330,GIN
1981,2000,GMB
1981,1780,GNB
1981,1840,GNQ
1981,21.7k,GRC
1981,5990,GRD
1981,7280,GTM
1981,5940,GUY
1981,20.9k,
1981,4080,HND
1981,20.6k,HRV
1981,3620,HTI
1981,15.5k,HUN
1981,3570,IDN
1981,1660,IND
1981,20.3k,IRL
1981,8950,IRN
1981,9440,IRQ
1981,32.5k,ISL
1981,21.9k,ISR
1981,29.5k,ITA
1981,7190,JAM
1981,10.4k,JOR
1981,25.9k,JPN
1981,14.3k,KAZ
1981,2860,KEN
1981,6230,
1981,1470,KHM
1981,2650,KIR
1981,9200,
1981,6910,KOR
1981,31.9k,KWT
1981,1670,
1981,9030,LBN
1981,4450,LBR
1981,27.5k,LBY
1981,5290,
1981,3510,LKA
1981,1420,LSO
1981,17.6k,LTU
1981,40.7k,LUX
1981,16.7k,LVA
1981,3580,MAR
1981,83.8k,MCO
1981,13.7k,MDA
1981,2010,MDG
1981,5370,MDV
1981,15.9k,MEX
1981,2700,MHL
1981,12.7k,MKD
1981,1350,MLI
1981,12.8k,MLT
1981,1030,MMR
1981,16k,MNE
1981,3270,MNG
1981,607,MOZ
1981,3880,MRT
1981,6830,MUS
1981,1150,MWI
1981,8260,MYS
1981,7920,NAM
1981,1570,NER
1981,3210,NGA
1981,5000,NIC
1981,30.9k,NLD
1981,34k,NOR
1981,1400,NPL
1981,44.2k,NRU
1981,27.1k,NZL
1981,14.9k,OMN
1981,2440,PAK
1981,11.5k,PAN
1981,8280,PER
1981,4880,PHL
1981,18.1k,PLW
1981,3130,PNG
1981,11.3k,POL
1981,3150,
1981,17.4k,PRT
1981,8380,PRY
1981,3970,
1981,82.5k,QAT
1981,10.4k,ROU
1981,19.4k,RUS
1981,1450,RWA
1981,53.2k,SAU
1981,2590,SDN
1981,2650,SEN
1981,22k,SGP
1981,2280,SLB
1981,1860,SLE
1981,5130,SLV
1981,46.5k,SMR
1981,1210,SOM
1981,17.2k,SRB
1981,2260,SSD
1981,3660,STP
1981,15.1k,SUR
1981,14.3k,
1981,26.9k,SVN
1981,30.2k,SWE
1981,3930,SWZ
1981,9720,SYC
1981,11.9k,SYR
1981,751,TCD
1981,1930,TGO
1981,4840,THA
1981,5780,TJK
1981,8630,TKM
1981,1620,TLS
1981,2440,TON
1981,19k,TTO
1981,5790,TUN
1981,9100,TUR
1981,2930,TUV
1981,9990,TWN
1981,1240,TZA
1981,1040,UGA
1981,13.6k,UKR
1981,13k,URY
1981,36.1k,USA
1981,5980,UZB
1981,4800,VCT
1981,20.4k,VEN
1981,1600,VNM
1981,2770,VUT
1981,4030,WSM
1981,3700,YEM
1981,10.9k,ZAF
1981,2530,ZMB
1981,2860,ZWE
1982,1920,AFG
1982,3880,AGO
1982,5400,ALB
1982,44.4k,AND
1982,95.8k,ARE
1982,16.2k,ARG
1982,7670,ARM
1982,9710,ATG
1982,28.4k,AUS
1982,31.3k,AUT
1982,9090,AZE
1982,1180,BDI
1982,30.5k,BEL
1982,2470,BEN
1982,1170,BFA
1982,1410,BGD
1982,12.2k,BGR
1982,22.5k,BHR
1982,33.8k,BHS
1982,3640,BIH
1982,10k,BLR
1982,4280,BLZ
1982,5110,BOL
1982,10.3k,BRA
1982,13.6k,BRB
1982,112k,BRN
1982,1680,BTN
1982,4670,BWA
1982,1360,CAF
1982,31.5k,CAN
1982,43.9k,CHE
1982,8870,CHL
1982,1300,CHN
1982,4910,
1982,3600,CMR
1982,1740,
1982,4660,
1982,7940,COL
1982,2230,COM
1982,1550,CPV
1982,8990,CRI
1982,6230,CUB
1982,15.6k,CYP
1982,18.7k,CZE
1982,30.3k,DEU
1982,5040,DJI
1982,4620,DMA
1982,33.4k,DNK
1982,5860,DOM
1982,8320,DZA
1982,8750,ECU
1982,4800,EGY
1982,1230,ERI
1982,20.5k,ESP
1982,17.9k,EST
1982,1010,ETH
1982,27.6k,FIN
1982,7020,FJI
1982,30.4k,FRA
1982,2850,
1982,14.8k,GAB
1982,26k,GBR
1982,12.6k,GEO
1982,2130,GHA
1982,1330,GIN
1982,2220,GMB
1982,1810,GNB
1982,1730,GNQ
1982,21.5k,GRC
1982,6090,GRD
1982,6830,GTM
1982,5330,GUY
1982,21.1k,
1982,3870,HND
1982,20.5k,HRV
1982,3460,HTI
1982,16k,HUN
1982,3480,IDN
1982,1660,IND
1982,20.5k,IRL
1982,10.4k,IRN
1982,9030,IRQ
1982,32.7k,ISL
1982,21.8k,ISR
1982,29.5k,ITA
1982,7240,JAM
1982,10.6k,JOR
1982,26.4k,JPN
1982,13.9k,KAZ
1982,2920,KEN
1982,6120,
1982,1470,KHM
1982,2720,KIR
1982,9470,
1982,7320,KOR
1982,27.6k,KWT
1982,1720,
1982,5700,LBN
1982,4360,LBR
1982,27.5k,LBY
1982,5380,
1982,3620,LKA
1982,1430,LSO
1982,18.3k,LTU
1982,41k,LUX
1982,16.9k,LVA
1982,3810,MAR
1982,86.5k,MCO
1982,14.4k,MDA
1982,1920,MDG
1982,5350,MDV
1982,15.4k,MEX
1982,2650,MHL
1982,12.8k,MKD
1982,1200,MLI
1982,13k,MLT
1982,1040,MMR
1982,16.5k,MNE
1982,3480,MNG
1982,561,MOZ
1982,3540,MRT
1982,7050,MUS
1982,1140,MWI
1982,8540,MYS
1982,7670,NAM
1982,1530,NER
1982,3000,NGA
1982,4820,NIC
1982,30.3k,NLD
1982,34k,NOR
1982,1420,NPL
1982,41.9k,NRU
1982,27.5k,NZL
1982,16.4k,OMN
1982,2540,PAK
1982,11.8k,PAN
1982,8040,PER
1982,4920,PHL
1982,18.2k,PLW
1982,3090,PNG
1982,10.8k,POL
1982,3210,
1982,17.7k,PRT
1982,8070,PRY
1982,4140,
1982,68.6k,QAT
1982,10.9k,ROU
1982,19.4k,RUS
1982,1370,RWA
1982,44.9k,SAU
1982,2720,SDN
1982,2850,SEN
1982,22.6k,SGP
1982,2220,SLB
1982,1840,SLE
1982,4820,SLV
1982,46.4k,SMR
1982,1240,SOM
1982,17.3k,SRB
1982,2340,SSD
1982,3690,STP
1982,14.4k,SUR
1982,14.5k,
1982,26.3k,SVN
1982,30.5k,SWE
1982,3860,SWZ
1982,9510,SYC
1982,11.6k,SYR
1982,767,TCD
1982,1800,TGO
1982,4980,THA
1982,5610,TJK
1982,8490,TKM
1982,1690,TLS
1982,2750,TON
1982,18.5k,TTO
1982,5620,TUN
1982,9270,TUR
1982,2320,TUV
1982,10.2k,TWN
1982,1210,TZA
1982,1080,UGA
1982,14.1k,UKR
1982,11.7k,URY
1982,35k,USA
1982,5950,UZB
1982,4920,VCT
1982,20.1k,VEN
1982,1690,VNM
1982,2830,VUT
1982,3960,WSM
1982,3630,YEM
1982,10.6k,ZAF
1982,2390,ZMB
1982,2830,ZWE
1983,2050,AFG
1983,3890,AGO
1983,5380,ALB
1983,43.3k,AND
1983,88.2k,ARE
1983,16.6k,ARG
1983,7610,ARM
1983,10.4k,ATG
1983,27.8k,AUS
1983,32.3k,AUT
1983,9260,AZE
1983,1180,BDI
1983,30.5k,BEL
1983,2320,BEN
1983,1120,BFA
1983,1450,BGD
1983,12.2k,BGR
1983,23.6k,BHR
1983,34.8k,BHS
1983,3520,BIH
1983,10.4k,BLR
1983,4260,BLZ
1983,4790,BOL
1983,9750,BRA
1983,13.6k,BRB
1983,108k,BRN
1983,1760,BTN
1983,5040,BWA
1983,1240,CAF
1983,32k,CAN
1983,44.2k,CHE
1983,8440,CHL
1983,1380,CHN
1983,4570,
1983,3760,CMR
1983,1720,
1983,4660,
1983,7860,COL
1983,2270,COM
1983,1650,CPV
1983,8970,CRI
1983,6540,CUB
1983,16.3k,CYP
1983,19.1k,CZE
1983,30.9k,DEU
1983,4980,DJI
1983,4760,DMA
1983,34.3k,DNK
1983,6000,DOM
1983,8520,DZA
1983,8290,ECU
1983,5060,EGY
1983,1290,ERI
1983,20.8k,ESP
1983,18.3k,EST
1983,1040,ETH
1983,28.2k,FIN
1983,6590,FJI
1983,30.6k,FRA
1983,2810,
1983,15k,GAB
1983,27k,GBR
1983,13.2k,GEO
1983,1930,GHA
1983,1320,GIN
1983,2280,GMB
1983,1720,GNB
1983,1670,GNQ
1983,21.3k,GRC
1983,6100,GRD
1983,6450,GTM
1983,4840,GUY
1983,21.9k,
1983,3750,HND
1983,20.2k,HRV
1983,3400,HTI
1983,16.1k,HUN
1983,3530,IDN
1983,1740,IND
1983,20.2k,IRL
1983,11.2k,IRN
1983,8000,IRQ
1983,31.5k,ISL
1983,21.9k,ISR
1983,29.8k,ITA
1983,7390,JAM
1983,10.3k,JOR
1983,26.9k,JPN
1983,14.4k,KAZ
1983,2860,KEN
1983,6370,
1983,1490,KHM
1983,2510,KIR
1983,9320,
1983,8130,KOR
1983,28.2k,KWT
1983,1740,
1983,6980,LBN
1983,4050,LBR
1983,26.1k,LBY
1983,5580,
1983,3700,LKA
1983,1410,LSO
1983,18.3k,LTU
1983,42.1k,LUX
1983,17.1k,LVA
1983,3660,MAR
1983,88.1k,MCO
1983,14.9k,MDA
1983,1880,MDG
1983,5630,MDV
1983,14.6k,MEX
1983,2940,MHL
1983,12.4k,MKD
1983,1210,MLI
1983,12.9k,MLT
1983,1050,MMR
1983,16.3k,MNE
1983,3620,MNG
1983,479,MOZ
1983,3570,MRT
1983,6940,MUS
1983,1140,MWI
1983,8840,MYS
1983,7300,NAM
1983,1440,NER
1983,2670,NGA
1983,4920,NIC
1983,30.7k,NLD
1983,35.2k,NOR
1983,1340,NPL
1983,39.7k,NRU
1983,27.4k,NZL
1983,18.1k,OMN
1983,2630,PAK
1983,11.2k,PAN
1983,6970,PER
1983,4880,PHL
1983,17.5k,PLW
1983,3130,PNG
1983,11.3k,POL
1983,3280,
1983,17.7k,PRT
1983,7620,PRY
1983,3810,
1983,59k,QAT
1983,11.6k,ROU
1983,19.8k,RUS
1983,1390,RWA
1983,37k,SAU
1983,2610,SDN
1983,2700,SEN
1983,24.3k,SGP
1983,2320,SLB
1983,1780,SLE
1983,4850,SLV
1983,46.7k,SMR
1983,1110,SOM
1983,17k,SRB
1983,2110,SSD
1983,3470,STP
1983,13.8k,SUR
1983,14.6k,
1983,26.2k,SVN
1983,31k,SWE
1983,3700,SWZ
1983,9430,SYC
1983,11.3k,SYR
1983,859,TCD
1983,1640,TGO
1983,5140,THA
1983,5620,TJK
1983,8430,TKM
1983,1750,TLS
1983,2870,TON
1983,16.3k,TTO
1983,5730,TUN
1983,9480,TUR
1983,2280,TUV
1983,10.9k,TWN
1983,1190,TZA
1983,1110,UGA
1983,14.7k,UKR
1983,10.9k,URY
1983,36k,USA
1983,5930,UZB
1983,5020,VCT
1983,18k,VEN
1983,1760,VNM
1983,3030,VUT
1983,3950,WSM
1983,3700,YEM
1983,10.1k,ZAF
1983,2290,ZMB
1983,2770,ZWE
1984,2030,AFG
1984,4000,AGO
1984,5390,ALB
1984,42.3k,AND
1984,87k,ARE
1984,16.6k,ARG
1984,7740,ARM
1984,11.4k,ATG
1984,29.2k,AUS
1984,32.4k,AUT
1984,9620,AZE
1984,1150,BDI
1984,31.2k,BEL
1984,2320,BEN
1984,1100,BFA
1984,1490,BGD
1984,12.7k,BGR
1984,24.3k,BHR
1984,36.3k,BHS
1984,3480,BIH
1984,10.5k,BLR
1984,4440,BLZ
1984,4710,BOL
1984,10.1k,BRA
1984,14k,BRB
1984,105k,BRN
1984,1840,BTN
1984,5330,BWA
1984,1310,CAF
1984,33.4k,CAN
1984,45.3k,CHE
1984,8750,CHL
1984,1520,CHN
1984,4330,
1984,3950,CMR
1984,1770,
1984,4690,
1984,7930,COL
1984,2350,COM
1984,1670,CPV
1984,9400,CRI
1984,7020,CUB
1984,17.5k,CYP
1984,19.6k,CZE
1984,31.8k,DEU
1984,4910,DJI
1984,5040,DMA
1984,35.8k,DNK
1984,5930,DOM
1984,8740,DZA
1984,8400,ECU
1984,5280,EGY
1984,1220,ERI
1984,21k,ESP
1984,18.6k,EST
1984,981,ETH
1984,28.9k,FIN
1984,7060,FJI
1984,30.8k,FRA
1984,2600,
1984,15.6k,GAB
1984,27.5k,GBR
1984,14k,GEO
1984,1980,GHA
1984,1290,GIN
1984,2110,GMB
1984,1780,GNB
1984,1560,GNQ
1984,21.7k,GRC
1984,6200,GRD
1984,6290,GTM
1984,4850,GUY
1984,23.6k,
1984,3830,HND
1984,20.6k,HRV
1984,3370,HTI
1984,16.6k,HUN
1984,3700,IDN
1984,1750,IND
1984,20.8k,IRL
1984,10.4k,IRN
1984,7760,IRQ
1984,32.4k,ISL
1984,21.9k,ISR
1984,30.6k,ITA
1984,7400,JAM
1984,10.6k,JOR
1984,27.8k,JPN
1984,14.1k,KAZ
1984,2830,KEN
1984,6280,
1984,1520,KHM
1984,2560,KIR
1984,10.3k,
1984,8820,KOR
1984,29.1k,KWT
1984,1810,
1984,10.1k,LBN
1984,3900,LBR
1984,23.8k,LBY
1984,5950,
1984,3860,LKA
1984,1460,LSO
1984,18.4k,LTU
1984,44.4k,LUX
1984,17.4k,LVA
1984,3700,MAR
1984,90.1k,MCO
1984,15.1k,MDA
1984,1820,MDG
1984,6570,MDV
1984,14.8k,MEX
1984,2880,MHL
1984,12.8k,MKD
1984,1220,MLI
1984,13.1k,MLT
1984,1060,MMR
1984,16.9k,MNE
1984,3770,MNG
1984,445,MOZ
1984,3440,MRT
1984,7130,MUS
1984,1160,MWI
1984,9290,MYS
1984,7060,NAM
1984,1160,NER
1984,2550,NGA
1984,4730,NIC
1984,31.5k,NLD
1984,37.2k,NOR
1984,1430,NPL
1984,37.6k,NRU
1984,28.7k,NZL
1984,19.8k,OMN
1984,2660,PAK
1984,11.3k,PAN
1984,7070,PER
1984,4400,PHL
1984,17.4k,PLW
1984,3050,PNG
1984,11.3k,POL
1984,3350,
1984,17.4k,PRT
1984,7640,PRY
1984,3820,
1984,60.1k,QAT
1984,12.3k,ROU
1984,19.8k,RUS
1984,1410,RWA
1984,34.4k,SAU
1984,2380,SDN
1984,2620,SEN
1984,26k,SGP
1984,2260,SLB
1984,1790,SLE
1984,4890,SLV
1984,48k,SMR
1984,1160,SOM
1984,17.3k,SRB
1984,2230,SSD
1984,3180,STP
1984,13.5k,SUR
1984,14.8k,
1984,26.4k,SVN
1984,32.2k,SWE
1984,3650,SWZ
1984,9930,SYC
1984,10.4k,SYR
1984,888,TCD
1984,1680,TGO
1984,5310,THA
1984,5500,TJK
1984,8130,TKM
1984,1810,TLS
1984,3590,TON
1984,15.7k,TTO
1984,5890,TUN
1984,9900,TUR
1984,2400,TUV
1984,11.8k,TWN
1984,1190,TZA
1984,1010,UGA
1984,15k,UKR
1984,10.7k,URY
1984,38.2k,USA
1984,5490,UZB
1984,5270,VCT
1984,17.9k,VEN
1984,1870,VNM
1984,3190,VUT
1984,3970,WSM
1984,3700,YEM
1984,10.4k,ZAF
1984,2200,ZMB
1984,2610,ZWE
1985,1990,AFG
1985,3850,AGO
1985,5280,ALB
1985,41.5k,AND
1985,81.6k,ARE
1985,15.3k,ARG
1985,7870,ARM
1985,12.4k,ATG
1985,30.3k,AUS
1985,33.1k,AUT
1985,9810,AZE
1985,1240,BDI
1985,31.6k,BEL
1985,2360,BEN
1985,1190,BFA
1985,1510,BGD
1985,12.7k,BGR
1985,23.7k,BHR
1985,37.2k,BHS
1985,3420,BIH
1985,10.5k,BLR
1985,4280,BLZ
1985,4550,BOL
1985,10.6k,BRA
1985,14k,BRB
1985,99.8k,BRN
1985,1870,BTN
1985,5600,BWA
1985,1310,CAF
1985,34.7k,CAN
1985,47.1k,CHE
1985,8730,CHL
1985,1640,CHN
1985,4350,
1985,4170,CMR
1985,1730,
1985,4570,
1985,8120,COL
1985,2360,COM
1985,1770,CPV
1985,9190,CRI
1985,7110,CUB
1985,18.2k,CYP
1985,20k,CZE
1985,32.6k,DEU
1985,4740,DJI
1985,5170,DMA
1985,37.2k,DNK
1985,5680,DOM
1985,8880,DZA
1985,8530,ECU
1985,5490,EGY
1985,1050,ERI
1985,21.5k,ESP
1985,18.3k,EST
1985,857,ETH
1985,29.7k,FIN
1985,6680,FJI
1985,31.1k,FRA
1985,2940,
1985,15.7k,GAB
1985,28.5k,GBR
1985,14.7k,GEO
1985,2040,GHA
1985,1320,GIN
1985,2100,GMB
1985,1820,GNB
1985,1650,GNQ
1985,22.3k,GRC
1985,6520,GRD
1985,6070,GTM
1985,4950,GUY
1985,23.4k,
1985,3890,HND
1985,20.5k,HRV
1985,3350,HTI
1985,16.5k,HUN
1985,3740,IDN
1985,1780,IND
1985,21.3k,IRL
1985,10.2k,IRN
1985,7480,IRQ
1985,33.1k,ISL
1985,22.3k,ISR
1985,31.5k,ITA
1985,7170,JAM
1985,10.2k,JOR
1985,28.9k,JPN
1985,14.1k,KAZ
1985,2860,KEN
1985,5890,
1985,1540,KHM
1985,2390,KIR
1985,10.9k,
1985,9360,KOR
1985,26.5k,KWT
1985,1900,
1985,12.5k,LBN
1985,3720,LBR
1985,25.2k,LBY
1985,6530,
1985,3980,LKA
1985,1460,LSO
1985,17.7k,LTU
1985,46.6k,LUX
1985,16.8k,LVA
1985,3810,MAR
1985,92.3k,MCO
1985,13.5k,MDA
1985,1800,MDG
1985,7170,MDV
1985,14.8k,MEX
1985,2670,MHL
1985,12.6k,MKD
1985,1230,MLI
1985,13.4k,MLT
1985,1040,MMR
1985,17k,MNE
1985,3910,MNG
1985,426,MOZ
1985,3510,MRT
1985,7490,MUS
1985,1180,MWI
1985,8930,MYS
1985,6870,NAM
1985,1180,NER
1985,2670,NGA
1985,4440,NIC
1985,32.3k,NLD
1985,39.1k,NOR
1985,1480,NPL
1985,35.5k,NRU
1985,28.7k,NZL
1985,22.5k,OMN
1985,2810,PAK
1985,11.6k,PAN
1985,7030,PER
1985,3970,PHL
1985,15.3k,PLW
1985,3100,PNG
1985,11.5k,POL
1985,3410,
1985,17.7k,PRT
1985,7730,PRY
1985,3630,
1985,50.1k,QAT
1985,12.3k,ROU
1985,20k,RUS
1985,1420,RWA
1985,30.1k,SAU
1985,2260,SDN
1985,2630,SEN
1985,25.8k,SGP
1985,2150,SLB
1985,1690,SLE
1985,4890,SLV
1985,49.2k,SMR
1985,1290,SOM
1985,17.3k,SRB
1985,2480,SSD
1985,3390,STP
1985,15.3k,SUR
1985,14.9k,
1985,26.4k,SVN
1985,32.7k,SWE
1985,3590,SWZ
1985,10.9k,SYC
1985,10.6k,SYR
1985,939,TCD
1985,1680,TGO
1985,5440,THA
1985,5350,TJK
1985,7950,TKM
1985,1880,TLS
1985,3800,TON
1985,14.7k,TTO
1985,6030,TUN
1985,10.2k,TUR
1985,2310,TUV
1985,12.1k,TWN
1985,1180,TZA
1985,962,UGA
1985,14.9k,UKR
1985,10.6k,URY
1985,39.3k,USA
1985,5410,UZB
1985,5480,VCT
1985,17.5k,VEN
1985,1940,VNM
1985,3110,VUT
1985,4090,WSM
1985,3530,YEM
1985,9990,ZAF
1985,2170,ZMB
1985,2680,ZWE
1986,2050,AFG
1986,3760,AGO
1986,5410,ALB
1986,41.1k,AND
1986,63.2k,ARE
1986,16.1k,ARG
1986,7690,ARM
1986,13.9k,ATG
1986,30.5k,AUS
1986,33.8k,AUT
1986,9880,AZE
1986,1250,BDI
1986,32.1k,BEL
1986,2340,BEN
1986,1270,BFA
1986,1530,BGD
1986,13.2k,BGR
1986,23.6k,BHR
1986,37.3k,BHS
1986,3430,BIH
1986,10.6k,BLR
1986,4410,BLZ
1986,4340,BOL
1986,11.2k,BRA
1986,14.6k,BRB
1986,91.1k,BRN
1986,1990,BTN
1986,5880,BWA
1986,1340,CAF
