year,life span,ISO3
2046,86.3,FRA
2046,66.8,
2046,72.0,GAB
2046,84.8,GBR
2046,77.2,GEO
2046,71.9,GHA
2046,67.6,GIN
2046,73.6,GMB
2046,68.2,GNB
2046,73.5,GNQ
2046,84.4,GRC
2046,76.8,GRD
2046,77.7,GTM
2046,70.2,GUY
2046,88.0,
2046,76.3,HND
2046,82.8,HRV
2046,69.7,HTI
2046,80.3,HUN
2046,75.8,IDN
2046,75.6,IND
2046,85.7,IRL
2046,82.5,IRN
2046,76.8,IRQ
2046,87.5,ISL
2046,86.4,ISR
2046,86.4,ITA
2046,79.6,JAM
2046,82.0,JOR
2046,88.0,JPN
2046,75.4,KAZ
2046,71.7,KEN
2046,77.3,
2046,74.6,KHM
2046,65.3,KIR
2046,,
2046,86.4,KOR
2046,84.8,KWT
2046,74.8,
2046,80.7,LBN
2046,71.8,LBR
2046,80.0,LBY
2046,78.6,
2046,81.8,LKA
2046,60.5,LSO
2046,80.4,LTU
2046,86.5,LUX
2046,79.6,LVA
2046,78.2,MAR
2046,,MCO
2046,77.8,MDA
2046,72.0,MDG
2046,84.9,MDV
2046,80.2,MEX
2046,,MHL
2046,77.9,MKD
2046,68.9,MLI
2046,86.1,MLT
2046,73.9,MMR
2046,79.7,MNE
2046,72.8,MNG
2046,66.4,MOZ
2046,75.2,MRT
2046,79.6,MUS
2046,72.9,MWI
2046,78.8,MYS
2046,71.9,NAM
2046,69.7,NER
2046,73.1,NGA
2046,80.7,NIC
2046,85.2,NLD
2046,86.4,NOR
2046,76.7,NPL
2046,,NRU
2046,85.3,NZL
2046,78.8,OMN
2046,69.4,PAK
2046,84.6,PAN
2046,85.7,PER
2046,75.4,PHL
2046,,PLW
2046,69.0,PNG
2046,82.2,POL
2046,77.8,
2046,85.4,PRT
2046,79.7,PRY
2046,78.9,
2046,80.0,QAT
2046,79.3,ROU
2046,76.8,RUS
2046,74.8,RWA
2046,78.5,SAU
2046,76.0,SDN
2046,74.0,SEN
2046,88.2,SGP
2046,61.9,SLB
2046,71.3,SLE
2046,81.1,SLV
2046,,SMR
2046,65.2,SOM
2046,79.4,SRB
2046,70.4,SSD
2046,75.5,STP
2046,76.3,SUR
2046,81.4,
2046,85.1,SVN
2046,86.3,SWE
2046,64.8,SWZ
2046,77.4,SYC
2046,81.8,SYR
2046,68.0,TCD
2046,71.6,TGO
2046,83.2,THA
2046,74.0,TJK
2046,74.1,TKM
2046,75.0,TLS
2046,76.1,TON
2046,78.3,TTO
2046,82.4,TUN
2046,83.9,TUR
2046,,TUV
2046,84.4,TWN
2046,73.6,TZA
2046,73.2,UGA
2046,77.6,UKR
2046,81.5,URY
2046,83.0,USA
2046,71.1,UZB
2046,76.4,VCT
2046,79.5,VEN
2046,78.2,VNM
2046,68.7,VUT
2046,73.8,WSM
2046,71.7,YEM
2046,70.3,ZAF
2046,69.1,ZMB
2046,66.9,ZWE
2047,69.5,AFG
2047,72.5,AGO
2047,82.4,ALB
2047,,AND
2047,77.6,ARE
2047,80.7,ARG
2047,79.5,ARM
2047,79.8,ATG
2047,86.3,AUS
2047,86.1,AUT
2047,74.0,AZE
2047,71.6,BDI
2047,85.3,BEL
2047,70.8,BEN
2047,69.8,BFA
2047,80.9,BGD
2047,76.9,BGR
2047,80.6,BHR
2047,76.5,BHS
2047,81.1,BIH
2047,77.8,BLR
2047,78.5,BLZ
2047,77.5,BOL
2047,81.1,BRA
2047,79.9,BRB
2047,78.0,BRN
2047,79.0,BTN
2047,65.3,BWA
2047,60.0,CAF
2047,85.9,CAN
2047,87.3,CHE
2047,84.8,CHL
2047,82.2,CHN
2047,70.7,
2047,70.9,CMR
2047,71.8,
2047,70.1,
2047,85.0,COL
2047,73.6,COM
2047,78.3,CPV
2047,84.6,CRI
2047,83.0,CUB
2047,84.8,CYP
2047,83.5,CZE
2047,85.1,DEU
2047,72.3,DJI
2047,,DMA
2047,85.0,DNK
2047,77.6,DOM
2047,80.8,DZA
2047,81.5,ECU
2047,75.1,EGY
2047,70.2,ERI
2047,86.5,ESP
2047,81.9,EST
2047,76.2,ETH
2047,85.6,FIN
2047,72.3,FJI
2047,86.4,FRA
2047,66.9,
2047,72.1,GAB
2047,84.9,GBR
2047,77.3,GEO
2047,72.1,GHA
2047,67.8,GIN
2047,73.7,GMB
2047,68.4,GNB
2047,73.8,GNQ
2047,84.5,GRC
2047,77.0,GRD
2047,77.8,GTM
2047,70.3,GUY
2047,88.1,
2047,76.5,HND
2047,83.0,HRV
2047,69.8,HTI
2047,80.5,HUN
2047,76.0,IDN
2047,75.7,IND
2047,85.8,IRL
2047,82.6,IRN
2047,76.9,IRQ
2047,87.7,ISL
2047,86.5,ISR
2047,86.5,ITA
2047,79.7,JAM
2047,82.2,JOR
2047,88.1,JPN
2047,75.5,KAZ
2047,71.9,KEN
2047,77.4,
2047,74.7,KHM
2047,65.5,KIR
2047,,
2047,86.5,KOR
2047,84.9,KWT
2047,75.0,
2047,80.9,LBN
2047,72.0,LBR
2047,80.1,LBY
2047,78.7,
2047,81.9,LKA
2047,60.7,LSO
2047,80.5,LTU
2047,86.7,LUX
2047,79.8,LVA
2047,78.4,MAR
2047,,MCO
2047,78.0,MDA
2047,72.1,MDG
2047,85.0,MDV
2047,80.3,MEX
2047,,MHL
2047,78.0,MKD
2047,69.1,MLI
2047,86.2,MLT
2047,74.1,MMR
2047,79.8,MNE
2047,72.9,MNG
2047,66.6,MOZ
2047,75.4,MRT
2047,79.7,MUS
2047,73.1,MWI
2047,78.9,MYS
2047,72.1,NAM
2047,69.8,NER
2047,73.4,NGA
2047,80.8,NIC
2047,85.3,NLD
2047,86.5,NOR
2047,76.8,NPL
2047,,NRU
2047,85.5,NZL
2047,78.9,OMN
2047,69.6,PAK
2047,84.7,PAN
2047,85.9,PER
2047,75.5,PHL
2047,,PLW
2047,69.2,PNG
2047,82.4,POL
2047,78.0,
2047,85.5,PRT
2047,79.8,PRY
2047,79.0,
2047,80.2,QAT
2047,79.4,ROU
2047,76.9,RUS
2047,75.0,RWA
2047,78.6,SAU
2047,76.2,SDN
2047,74.2,SEN
2047,88.3,SGP
2047,62.0,SLB
2047,71.6,SLE
2047,81.3,SLV
2047,,SMR
2047,65.4,SOM
2047,79.5,SRB
2047,70.5,SSD
2047,75.6,STP
2047,76.4,SUR
2047,81.6,
2047,85.2,SVN
2047,86.4,SWE
2047,65.0,SWZ
2047,77.5,SYC
2047,82.0,SYR
2047,68.3,TCD
2047,71.7,TGO
2047,83.3,THA
2047,74.2,TJK
2047,74.3,TKM
2047,75.2,TLS
2047,76.2,TON
2047,78.5,TTO
2047,82.5,TUN
2047,84.0,TUR
2047,,TUV
2047,84.5,TWN
2047,73.8,TZA
2047,73.4,UGA
2047,77.7,UKR
2047,81.7,URY
2047,83.1,USA
2047,71.2,UZB
2047,76.5,VCT
2047,79.7,VEN
2047,78.4,VNM
2047,68.8,VUT
2047,74.0,WSM
2047,71.8,YEM
2047,70.4,ZAF
2047,69.3,ZMB
2047,67.1,ZWE
2048,69.7,AFG
2048,72.7,AGO
2048,82.6,ALB
2048,,AND
2048,77.7,ARE
2048,80.8,ARG
2048,79.7,ARM
2048,80.0,ATG
2048,86.4,AUS
2048,86.2,AUT
2048,74.2,AZE
2048,71.8,BDI
2048,85.4,BEL
2048,71.0,BEN
2048,70.0,BFA
2048,81.1,BGD
2048,77.0,BGR
2048,80.7,BHR
2048,76.7,BHS
2048,81.3,BIH
2048,78.0,BLR
2048,78.6,BLZ
2048,77.7,BOL
2048,81.3,BRA
2048,80.1,BRB
2048,78.2,BRN
2048,79.2,BTN
2048,65.4,BWA
2048,60.2,CAF
2048,86.0,CAN
2048,87.5,CHE
2048,84.9,CHL
2048,82.3,CHN
2048,70.9,
2048,71.1,CMR
2048,72.0,
2048,70.2,
2048,85.2,COL
2048,73.7,COM
2048,78.4,CPV
2048,84.7,CRI
2048,83.1,CUB
2048,84.9,CYP
2048,83.6,CZE
2048,85.2,DEU
2048,72.5,DJI
2048,,DMA
2048,85.2,DNK
2048,77.8,DOM
2048,80.9,DZA
2048,81.7,ECU
2048,75.2,EGY
2048,70.4,ERI
2048,86.6,ESP
2048,82.0,EST
2048,76.3,ETH
2048,85.7,FIN
2048,72.4,FJI
2048,86.5,FRA
2048,67.0,
2048,72.2,GAB
2048,85.0,GBR
2048,77.5,GEO
2048,72.2,GHA
2048,68.0,GIN
2048,73.9,GMB
2048,68.5,GNB
2048,74.0,GNQ
2048,84.7,GRC
2048,77.1,GRD
2048,78.0,GTM
2048,70.4,GUY
2048,88.2,
2048,76.6,HND
2048,83.1,HRV
2048,70.0,HTI
2048,80.6,HUN
2048,76.1,IDN
2048,75.9,IND
2048,85.9,IRL
2048,82.8,IRN
2048,77.0,IRQ
2048,87.8,ISL
2048,86.7,ISR
2048,86.7,ITA
2048,79.8,JAM
2048,82.3,JOR
2048,88.2,JPN
2048,75.7,KAZ
2048,72.0,KEN
2048,77.6,
2048,74.9,KHM
2048,65.6,KIR
2048,,
2048,86.7,KOR
2048,85.1,KWT
2048,75.1,
2048,81.0,LBN
2048,72.1,LBR
2048,80.3,LBY
2048,78.9,
2048,82.1,LKA
2048,61.0,LSO
2048,80.7,LTU
2048,86.8,LUX
2048,79.9,LVA
2048,78.5,MAR
2048,,MCO
2048,78.1,MDA
2048,72.3,MDG
2048,85.2,MDV
2048,80.5,MEX
2048,,MHL
2048,78.2,MKD
2048,69.2,MLI
2048,86.3,MLT
2048,74.2,MMR
2048,79.9,MNE
2048,73.1,MNG
2048,66.8,MOZ
2048,75.5,MRT
2048,79.9,MUS
2048,73.3,MWI
2048,79.1,MYS
2048,72.3,NAM
2048,70.0,NER
2048,73.7,NGA
2048,81.0,NIC
2048,85.4,NLD
2048,86.6,NOR
2048,77.0,NPL
2048,,NRU
2048,85.6,NZL
2048,79.1,OMN
2048,69.7,PAK
2048,84.9,PAN
2048,86.1,PER
2048,75.7,PHL
2048,,PLW
2048,69.3,PNG
2048,82.5,POL
2048,78.1,
2048,85.6,PRT
2048,80.0,PRY
2048,79.2,
2048,80.3,QAT
2048,79.5,ROU
2048,77.1,RUS
2048,75.1,RWA
2048,78.8,SAU
2048,76.4,SDN
2048,74.4,SEN
2048,88.4,SGP
2048,62.1,SLB
2048,71.8,SLE
2048,81.5,SLV
2048,,SMR
2048,65.6,SOM
2048,79.7,SRB
2048,70.8,SSD
2048,75.8,STP
2048,76.5,SUR
2048,81.7,
2048,85.3,SVN
2048,86.5,SWE
2048,65.1,SWZ
2048,77.7,SYC
2048,82.1,SYR
2048,68.5,TCD
2048,71.9,TGO
2048,83.5,THA
2048,74.3,TJK
2048,74.4,TKM
2048,75.3,TLS
2048,76.3,TON
2048,78.6,TTO
2048,82.7,TUN
2048,84.2,TUR
2048,,TUV
2048,84.6,TWN
2048,74.0,TZA
2048,73.6,UGA
2048,77.8,UKR
2048,81.8,URY
2048,83.3,USA
2048,71.3,UZB
2048,76.7,VCT
2048,79.8,VEN
2048,78.5,VNM
2048,69.0,VUT
2048,74.1,WSM
2048,72.0,YEM
2048,70.6,ZAF
2048,69.4,ZMB
2048,67.3,ZWE
2049,69.8,AFG
2049,72.9,AGO
2049,82.7,ALB
2049,,AND
2049,77.9,ARE
2049,81.0,ARG
2049,79.8,ARM
2049,80.1,ATG
2049,86.5,AUS
2049,86.3,AUT
2049,74.3,AZE
2049,72.0,BDI
2049,85.5,BEL
2049,71.2,BEN
2049,70.2,BFA
2049,81.3,BGD
2049,77.2,BGR
2049,80.8,BHR
2049,76.8,BHS
2049,81.4,BIH
2049,78.1,BLR
2049,78.8,BLZ
2049,77.9,BOL
2049,81.5,BRA
2049,80.2,BRB
2049,78.3,BRN
2049,79.3,BTN
2049,65.5,BWA
2049,60.4,CAF
2049,86.1,CAN
2049,87.6,CHE
2049,85.0,CHL
2049,82.5,CHN
2049,71.1,
2049,71.3,CMR
2049,72.2,
2049,70.3,
2049,85.3,COL
2049,73.9,COM
2049,78.6,CPV
2049,84.8,CRI
2049,83.2,CUB
2049,85.0,CYP
2049,83.7,CZE
2049,85.3,DEU
2049,72.6,DJI
2049,,DMA
2049,85.3,DNK
2049,77.9,DOM
2049,81.1,DZA
2049,81.8,ECU
2049,75.3,EGY
2049,70.6,ERI
2049,86.7,ESP
2049,82.2,EST
2049,76.5,ETH
2049,85.8,FIN
2049,72.5,FJI
2049,86.6,FRA
2049,67.1,
2049,72.3,GAB
2049,85.2,GBR
2049,77.6,GEO
2049,72.4,GHA
2049,68.1,GIN
2049,74.1,GMB
2049,68.7,GNB
2049,74.1,GNQ
2049,84.8,GRC
2049,77.2,GRD
2049,78.2,GTM
2049,70.5,GUY
2049,88.3,
2049,76.8,HND
2049,83.3,HRV
2049,70.1,HTI
2049,80.8,HUN
2049,76.3,IDN
2049,76.0,IND
2049,86.0,IRL
2049,82.9,IRN
2049,77.2,IRQ
2049,87.9,ISL
2049,86.8,ISR
2049,86.8,ITA
2049,79.9,JAM
2049,82.4,JOR
2049,88.3,JPN
2049,75.8,KAZ
2049,72.2,KEN
2049,77.7,
2049,75.0,KHM
2049,65.7,KIR
2049,,
2049,86.8,KOR
2049,85.2,KWT
2049,75.3,
2049,81.1,LBN
2049,72.3,LBR
2049,80.4,LBY
2049,79.0,
2049,82.2,LKA
2049,61.2,LSO
2049,80.8,LTU
2049,86.9,LUX
2049,80.0,LVA
2049,78.7,MAR
2049,,MCO
2049,78.2,MDA
2049,72.5,MDG
2049,85.3,MDV
2049,80.6,MEX
2049,,MHL
2049,78.3,MKD
2049,69.4,MLI
2049,86.5,MLT
2049,74.3,MMR
2049,80.0,MNE
2049,73.3,MNG
2049,67.0,MOZ
2049,75.6,MRT
2049,80.0,MUS
2049,73.5,MWI
2049,79.2,MYS
2049,72.4,NAM
2049,70.2,NER
2049,73.9,NGA
2049,81.2,NIC
2049,85.5,NLD
2049,86.7,NOR
2049,77.2,NPL
2049,,NRU
2049,85.7,NZL
2049,79.2,OMN
2049,69.8,PAK
2049,85.0,PAN
2049,86.3,PER
2049,75.8,PHL
2049,,PLW
2049,69.4,PNG
2049,82.6,POL
2049,78.3,
2049,85.8,PRT
2049,80.1,PRY
2049,79.3,
2049,80.4,QAT
2049,79.7,ROU
2049,77.2,RUS
2049,75.3,RWA
2049,78.9,SAU
2049,76.5,SDN
2049,74.5,SEN
2049,88.5,SGP
2049,62.2,SLB
2049,72.1,SLE
2049,81.6,SLV
2049,,SMR
2049,65.8,SOM
2049,79.8,SRB
2049,70.9,SSD
2049,75.9,STP
2049,76.7,SUR
2049,81.8,
2049,85.4,SVN
2049,86.6,SWE
2049,65.3,SWZ
2049,77.8,SYC
2049,82.2,SYR
2049,68.8,TCD
2049,72.1,TGO
2049,83.6,THA
2049,74.4,TJK
2049,74.5,TKM
2049,75.5,TLS
2049,76.4,TON
2049,78.7,TTO
2049,82.9,TUN
2049,84.3,TUR
2049,,TUV
2049,84.8,TWN
2049,74.2,TZA
2049,73.8,UGA
2049,78.0,UKR
2049,82.0,URY
2049,83.4,USA
2049,71.4,UZB
2049,76.8,VCT
2049,80.0,VEN
2049,78.7,VNM
2049,69.1,VUT
2049,74.2,WSM
2049,72.1,YEM
2049,70.7,ZAF
2049,69.6,ZMB
2049,67.4,ZWE
2050,70.0,AFG
2050,73.1,AGO
2050,82.8,ALB
2050,,AND
2050,78.0,ARE
2050,81.2,ARG
2050,79.9,ARM
2050,80.2,ATG
2050,86.6,AUS
2050,86.5,AUT
2050,74.4,AZE
2050,72.2,BDI
2050,85.6,BEL
2050,71.3,BEN
2050,70.3,BFA
2050,81.5,BGD
2050,77.3,BGR
2050,81.0,BHR
2050,76.9,BHS
2050,81.5,BIH
2050,78.3,BLR
2050,78.9,BLZ
2050,78.0,BOL
2050,81.6,BRA
2050,80.3,BRB
2050,78.4,BRN
2050,79.5,BTN
2050,65.7,BWA
2050,60.6,CAF
2050,86.2,CAN
2050,87.7,CHE
2050,85.2,CHL
2050,82.6,CHN
2050,71.2,
2050,71.5,CMR
2050,72.3,
2050,70.5,
2050,85.5,COL
2050,74.0,COM
2050,78.8,CPV
2050,85.0,CRI
2050,83.4,CUB
2050,85.1,CYP
2050,83.8,CZE
2050,85.4,DEU
2050,72.8,DJI
2050,,DMA
2050,85.4,DNK
2050,78.1,DOM
2050,81.2,DZA
2050,82.0,ECU
2050,75.5,EGY
2050,70.7,ERI
2050,86.8,ESP
2050,82.3,EST
2050,76.7,ETH
2050,85.9,FIN
2050,72.6,FJI
2050,86.7,FRA
2050,67.2,
2050,72.5,GAB
2050,85.3,GBR
2050,77.8,GEO
2050,72.5,GHA
2050,68.3,GIN
2050,74.2,GMB
2050,68.9,GNB
2050,74.3,GNQ
2050,84.9,GRC
2050,77.3,GRD
2050,78.4,GTM
2050,70.6,GUY
2050,88.5,
2050,76.9,HND
2050,83.4,HRV
2050,70.3,HTI
2050,80.9,HUN
2050,76.4,IDN
2050,76.2,IND
2050,86.1,IRL
2050,83.1,IRN
2050,77.3,IRQ
2050,88.0,ISL
2050,86.9,ISR
2050,86.9,ITA
2050,80.0,JAM
2050,82.6,JOR
2050,88.4,JPN
2050,75.9,KAZ
2050,72.4,KEN
2050,77.8,
2050,75.1,KHM
2050,65.9,KIR
2050,,
2050,86.9,KOR
2050,85.3,KWT
2050,75.4,
2050,81.3,LBN
2050,72.4,LBR
2050,80.6,LBY
2050,79.1,
2050,82.4,LKA
2050,61.4,LSO
2050,81.0,LTU
2050,87.0,LUX
2050,80.2,LVA
2050,78.8,MAR
2050,,MCO
2050,78.4,MDA
2050,72.6,MDG
2050,85.5,MDV
2050,80.8,MEX
2050,,MHL
2050,78.5,MKD
2050,69.5,MLI
2050,86.6,MLT
2050,74.5,MMR
2050,80.2,MNE
2050,73.4,MNG
2050,67.2,MOZ
2050,75.8,MRT
2050,80.2,MUS
2050,73.7,MWI
2050,79.3,MYS
2050,72.6,NAM
2050,70.3,NER
2050,74.2,NGA
2050,81.3,NIC
2050,85.7,NLD
2050,86.8,NOR
2050,77.3,NPL
2050,,NRU
2050,85.8,NZL
2050,79.4,OMN
2050,69.9,PAK
2050,85.2,PAN
2050,86.5,PER
2050,75.9,PHL
2050,,PLW
2050,69.5,PNG
2050,82.7,POL
2050,78.5,
2050,85.9,PRT
2050,80.2,PRY
2050,79.5,
2050,80.5,QAT
2050,79.8,ROU
2050,77.3,RUS
2050,75.5,RWA
2050,79.0,SAU
2050,76.7,SDN
2050,74.7,SEN
2050,88.6,SGP
2050,62.3,SLB
2050,72.3,SLE
2050,81.8,SLV
2050,,SMR
2050,66.0,SOM
2050,79.9,SRB
2050,71.1,SSD
2050,76.1,STP
2050,76.8,SUR
2050,82.0,
2050,85.5,SVN
2050,86.7,SWE
2050,65.5,SWZ
2050,77.9,SYC
2050,82.3,SYR
2050,69.0,TCD
2050,72.2,TGO
2050,83.8,THA
2050,74.6,TJK
2050,74.6,TKM
2050,75.6,TLS
2050,76.5,TON
2050,78.8,TTO
2050,83.0,TUN
2050,84.5,TUR
2050,,TUV
2050,84.9,TWN
2050,74.3,TZA
2050,74.0,UGA
2050,78.1,UKR
2050,82.1,URY
2050,83.5,USA
2050,71.5,UZB
2050,76.9,VCT
2050,80.1,VEN
2050,78.8,VNM
2050,69.2,VUT
2050,74.3,WSM
2050,72.2,YEM
2050,70.9,ZAF
2050,69.8,ZMB
2050,67.6,ZWE
2051,70.2,AFG
2051,73.3,AGO
2051,83.0,ALB
2051,,AND
2051,78.1,ARE
2051,81.3,ARG
2051,80.0,ARM
2051,80.3,ATG
2051,86.8,AUS
2051,86.6,AUT
2051,74.5,AZE
2051,72.4,BDI
2051,85.7,BEL
2051,71.5,BEN
2051,70.5,BFA
2051,81.7,BGD
2051,77.4,BGR
2051,81.1,BHR
2051,77.0,BHS
2051,81.7,BIH
2051,78.4,BLR
2051,79.1,BLZ
2051,78.2,BOL
2051,81.8,BRA
2051,80.4,BRB
2051,78.6,BRN
2051,79.7,BTN
2051,65.8,BWA
2051,60.8,CAF
2051,86.3,CAN
2051,87.8,CHE
2051,85.3,CHL
2051,82.8,CHN
2051,71.4,
2051,71.6,CMR
2051,72.5,
2051,70.6,
2051,85.6,COL
2051,74.2,COM
2051,78.9,CPV
2051,85.1,CRI
2051,83.5,CUB
2051,85.3,CYP
2051,84.0,CZE
2051,85.5,DEU
2051,73.0,DJI
2051,,DMA
2051,85.5,DNK
2051,78.2,DOM
2051,81.4,DZA
2051,82.2,ECU
2051,75.6,EGY
2051,70.9,ERI
2051,86.9,ESP
2051,82.4,EST
2051,76.9,ETH
2051,86.0,FIN
2051,72.8,FJI
2051,86.8,FRA
2051,67.3,
2051,72.6,GAB
2051,85.4,GBR
2051,77.9,GEO
2051,72.7,GHA
2051,68.4,GIN
2051,74.4,GMB
2051,69.1,GNB
2051,74.5,GNQ
2051,85.0,GRC
2051,77.5,GRD
2051,78.5,GTM
2051,70.7,GUY
2051,88.6,
2051,77.0,HND
2051,83.5,HRV
2051,70.4,HTI
2051,81.1,HUN
2051,76.6,IDN
2051,76.3,IND
2051,86.2,IRL
2051,83.2,IRN
2051,77.4,IRQ
2051,88.1,ISL
2051,87.0,ISR
2051,87.0,ITA
2051,80.2,JAM
2051,82.7,JOR
2051,88.5,JPN
2051,76.1,KAZ
2051,72.5,KEN
2051,78.0,
2051,75.3,KHM
2051,66.0,KIR
2051,,
2051,87.0,KOR
2051,85.5,KWT
2051,75.6,
2051,81.4,LBN
2051,72.6,LBR
2051,80.7,LBY
2051,79.3,
2051,82.5,LKA
2051,61.6,LSO
2051,81.1,LTU
2051,87.1,LUX
2051,80.3,LVA
2051,79.0,MAR
2051,,MCO
2051,78.5,MDA
2051,72.8,MDG
2051,85.6,MDV
2051,80.9,MEX
2051,,MHL
2051,78.6,MKD
2051,69.7,MLI
2051,86.7,MLT
2051,74.6,MMR
2051,80.3,MNE
2051,73.6,MNG
2051,67.4,MOZ
2051,75.9,MRT
2051,80.3,MUS
2051,73.9,MWI
2051,79.5,MYS
2051,72.8,NAM
2051,70.5,NER
2051,74.4,NGA
2051,81.5,NIC
2051,85.8,NLD
2051,87.0,NOR
2051,77.5,NPL
2051,,NRU
2051,85.9,NZL
2051,79.5,OMN
2051,70.0,PAK
2051,85.3,PAN
2051,86.6,PER
2051,76.1,PHL
2051,,PLW
2051,69.7,PNG
2051,82.9,POL
2051,78.6,
2051,86.0,PRT
2051,80.3,PRY
2051,79.6,
2051,80.7,QAT
2051,80.0,ROU
2051,77.5,RUS
2051,75.6,RWA
2051,79.2,SAU
2051,76.8,SDN
2051,74.8,SEN
2051,88.8,SGP
2051,62.4,SLB
2051,72.6,SLE
2051,82.0,SLV
2051,,SMR
2051,66.1,SOM
2051,80.1,SRB
2051,71.3,SSD
2051,76.2,STP
2051,76.9,SUR
2051,82.1,
2051,85.7,SVN
2051,86.8,SWE
2051,65.6,SWZ
2051,78.1,SYC
2051,82.5,SYR
2051,69.2,TCD
2051,72.4,TGO
2051,84.0,THA
2051,74.7,TJK
2051,74.8,TKM
2051,75.7,TLS
2051,76.6,TON
2051,79.0,TTO
2051,83.2,TUN
2051,84.7,TUR
2051,,TUV
2051,85.0,TWN
2051,74.5,TZA
2051,74.2,UGA
2051,78.3,UKR
2051,82.2,URY
2051,83.7,USA
2051,71.7,UZB
2051,77.0,VCT
2051,80.3,VEN
2051,79.0,VNM
2051,69.3,VUT
2051,74.5,WSM
2051,72.3,YEM
2051,71.0,ZAF
2051,69.9,ZMB
2051,67.8,ZWE
2052,70.3,AFG
2052,73.4,AGO
2052,83.1,ALB
2052,,AND
2052,78.2,ARE
2052,81.4,ARG
2052,80.2,ARM
2052,80.5,ATG
2052,86.9,AUS
2052,86.7,AUT
2052,74.6,AZE
2052,72.6,BDI
2052,85.8,BEL
2052,71.6,BEN
2052,70.7,BFA
2052,81.8,BGD
2052,77.6,BGR
2052,81.2,BHR
2052,77.1,BHS
2052,81.8,BIH
2052,78.5,BLR
2052,79.2,BLZ
2052,78.4,BOL
2052,82.0,BRA
2052,80.6,BRB
2052,78.7,BRN
2052,79.8,BTN
2052,65.9,BWA
2052,61.0,CAF
2052,86.4,CAN
2052,87.9,CHE
2052,85.4,CHL
2052,82.9,CHN
2052,71.6,
2052,71.8,CMR
2052,72.7,
2052,70.7,
2052,85.8,COL
2052,74.3,COM
2052,79.1,CPV
2052,85.2,CRI
2052,83.7,CUB
2052,85.4,CYP
2052,84.1,CZE
2052,85.7,DEU
2052,73.1,DJI
2052,,DMA
2052,85.6,DNK
2052,78.4,DOM
2052,81.5,DZA
2052,82.3,ECU
2052,75.8,EGY
2052,71.0,ERI
2052,87.0,ESP
2052,82.5,EST
2052,77.1,ETH
2052,86.1,FIN
2052,72.9,FJI
2052,87.0,FRA
2052,67.3,
2052,72.7,GAB
2052,85.5,GBR
2052,78.1,GEO
2052,72.8,GHA
2052,68.6,GIN
2052,74.5,GMB
2052,69.3,GNB
2052,74.7,GNQ
2052,85.1,GRC
2052,77.6,GRD
2052,78.7,GTM
2052,70.8,GUY
2052,88.7,
2052,77.2,HND
2052,83.7,HRV
2052,70.6,HTI
2052,81.2,HUN
2052,76.7,IDN
2052,76.5,IND
2052,86.3,IRL
2052,83.4,IRN
2052,77.5,IRQ
2052,88.2,ISL
2052,87.1,ISR
2052,87.1,ITA
2052,80.3,JAM
2052,82.9,JOR
2052,88.6,JPN
2052,76.2,KAZ
2052,72.7,KEN
2052,78.1,
2052,75.4,KHM
2052,66.2,KIR
2052,,
2052,87.2,KOR
2052,85.6,KWT
2052,75.7,
2052,81.5,LBN
2052,72.7,LBR
2052,80.9,LBY
2052,79.4,
2052,82.7,LKA
2052,61.9,LSO
2052,81.2,LTU
2052,87.3,LUX
2052,80.5,LVA
2052,79.2,MAR
2052,,MCO
2052,78.6,MDA
2052,73.0,MDG
2052,85.7,MDV
2052,81.1,MEX
2052,,MHL
2052,78.7,MKD
2052,69.8,MLI
2052,86.8,MLT
2052,74.8,MMR
2052,80.5,MNE
2052,73.7,MNG
2052,67.6,MOZ
2052,76.0,MRT
2052,80.5,MUS
2052,74.1,MWI
2052,79.6,MYS
2052,72.9,NAM
2052,70.7,NER
2052,74.7,NGA
2052,81.7,NIC
2052,85.9,NLD
2052,87.1,NOR
2052,77.6,NPL
2052,,NRU
2052,86.0,NZL
2052,79.7,OMN
2052,70.2,PAK
2052,85.4,PAN
2052,86.8,PER
2052,76.2,PHL
2052,,PLW
2052,69.8,PNG
2052,83.0,POL
2052,78.8,
2052,86.1,PRT
2052,80.5,PRY
2052,79.8,
2052,80.8,QAT
2052,80.1,ROU
2052,77.7,RUS
2052,75.8,RWA
2052,79.3,SAU
2052,77.0,SDN
2052,75.0,SEN
2052,88.9,SGP
2052,62.5,SLB
2052,72.8,SLE
2052,82.2,SLV
2052,,SMR
2052,66.3,SOM
2052,80.2,SRB
2052,71.5,SSD
2052,76.4,STP
2052,77.1,SUR
2052,82.3,
2052,85.8,SVN
2052,86.9,SWE
2052,65.8,SWZ
2052,78.2,SYC
2052,82.6,SYR
2052,69.5,TCD
2052,72.5,TGO
2052,84.1,THA
2052,74.9,TJK
2052,74.9,TKM
2052,75.9,TLS
2052,76.7,TON
2052,79.1,TTO
2052,83.3,TUN
2052,84.8,TUR
2052,,TUV
2052,85.1,TWN
2052,74.7,TZA
2052,74.3,UGA
2052,78.4,UKR
2052,82.4,URY
2052,83.8,USA
2052,71.8,UZB
2052,77.2,VCT
2052,80.4,VEN
2052,79.1,VNM
2052,69.4,VUT
2052,74.6,WSM
2052,72.4,YEM
2052,71.1,ZAF
2052,70.1,ZMB
2052,67.9,ZWE
2053,70.4,AFG
2053,73.6,AGO
2053,83.3,ALB
2053,,AND
2053,78.4,ARE
2053,81.6,ARG
