pop,ISO3
20.1M,TUR
4670,TUV
6.59M,TWN
7.32M,TZA
5.52M,UGA
36.5M,UKR
2.18M,URY
144M,USA
6.05M,UZB
60.2k,VCT
5.15M,VEN
23.8M,VNM
50.5k,VUT
84.2k,WSM
4.59M,YEM
12.5M,ZAF
2.23M,ZMB
2.67M,ZWE
7.36M,AFG
4.4M,AGO
1.23M,ALB
5890,AND
73.1k,ARE
16.7M,ARG
1.36M,ARM
44.9k,ATG
8.03M,AUS
6.92M,AUT
3.1M,AZE
2.21M,BDI
8.58M,BEL
2.23M,BEN
4.15M,BFA
39.2M,BGD
7.1M,BGR
116k,BHR
80k,BHS
2.66M,BIH
7.85M,BLR
67.7k,BLZ
3.06M,BOL
52.5M,BRA
209k,BRB
46.8k,BRN
179k,BTN
405k,BWA
1.41M,CAF
13.4M,CAN
4.64M,CHE
6.49M,CHL
538M,CHN
2.67M,
4.24M,CMR
12.1M,
819k,
11.5M,COL
160k,COM
185k,CPV
916k,CRI
5.8M,CUB
488k,CYP
8.87M,CZE
70.9M,DEU
61k,DJI
49.7k,DMA
4.23M,DNK
2.3M,DOM
8.87M,DZA
3.42M,ECU
20.6M,EGY
808k,ERI
27.8M,ESP
1.1M,EST
17.6M,ETH
3.97M,FIN
303k,FJI
41.6M,FRA
31.4k,
468k,GAB
49.9M,GBR
3.47M,GEO
4.96M,GHA
2.93M,GIN
301k,GMB
536k,GNB
220k,GNQ
7.62M,GRC
77.3k,GRD
3.01M,GTM
408k,GUY
1.9M,
1.52M,HND
905,
3.84M,HRV
3.2M,HTI
9.31M,HUN
68.4M,IDN
356M,IND
2.91M,IRL
16.6M,IRN
5.48M,IRQ
140k,ISL
1.23M,ISR
46.1M,ITA
1.39M,JAM
416k,JOR
83.3M,JPN
6.51M,KAZ
5.65M,KEN
1.73M,
4.24M,KHM
37.4k,KIR
46.6k,
19.6M,KOR
149k,KWT
1.61M,
1.32M,LBN
897k,LBR
1.1M,LBY
85.7k,
13.6k,LIE
7.76M,LKA
570k,LSO
2.55M,LTU
296k,LUX
1.92M,LVA
8.77M,MAR
20k,MCO
2.33M,MDA
3.87M,MDG
74.4k,MDV
26.7M,MEX
13.7k,MHL
1.24M,MKD
4.61M,MLI
289k,MLT
17.5M,MMR
401k,MNE
774k,MNG
5.82M,MOZ
645k,MRT
514k,MUS
2.89M,MWI
5.85M,MYS
505k,NAM
2.51M,NER
36.5M,NGA
1.29M,NIC
9.96M,NLD
3.25M,NOR
8.13M,NPL
3290,NRU
1.88M,NZL
453k,OMN
36.9M,PAK
840k,PAN
7.52M,PER
18M,PHL
7330,PLW
1.49M,PNG
24.9M,POL
11M,
8.35M,PRT
1.46M,PRY
935k,
23.6k,QAT
16.3M,ROU
101M,RUS
2.11M,RWA
3.05M,SAU
6.13M,SDN
2.44M,SEN
969k,SGP
104k,SLB
1.97M,SLE
2.13M,SLV
13k,SMR
2.17M,SOM
5.92M,SRB
2.47M,SSD
60.9k,STP
192k,SUR
3.44M,
1.43M,SVN
6.96M,SWE
266k,SWZ
37.7k,SYC
3.48M,SYR
2.47M,TCD
1.37M,TGO
19.8M,THA
1.5M,TJK
1.19M,TKM
413k,TLS
48.3k,TON
630k,TTO
3.55M,TUN
20.5M,TUR
4700,TUV
7.12M,TWN
7.47M,TZA
5.63M,UGA
36.9M,UKR
2.21M,URY
146M,USA
6.14M,UZB
60.8k,VCT
5.31M,VEN
24.5M,VNM
50.9k,VUT
85.9k,WSM
4.65M,YEM
12.8M,ZAF
2.27M,ZMB
2.73M,ZWE
7.48M,AFG
4.48M,AGO
1.25M,ALB
6010,AND
74.6k,ARE
17M,ARG
1.39M,ARM
45.4k,ATG
8.18M,AUS
6.94M,AUT
3.16M,AZE
2.25M,BDI
8.62M,BEL
2.26M,BEN
4.21M,BFA
39.7M,BGD
7.16M,BGR
117k,BHR
81.6k,BHS
2.69M,BIH
7.91M,BLR
69.1k,BLZ
3.09M,BOL
54M,BRA
211k,BRB
48.3k,BRN
176k,BTN
413k,BWA
1.44M,CAF
13.7M,CAN
4.69M,CHE
6.62M,CHL
544M,CHN
2.74M,
4.32M,CMR
12.3M,
835k,
11.8M,COL
162k,COM
185k,CPV
948k,CRI
5.93M,CUB
494k,CYP
8.92M,CZE
71M,DEU
62.3k,DJI
50.2k,DMA
4.27M,DNK
2.38M,DOM
9.02M,DZA
3.52M,ECU
21.2M,EGY
823k,ERI
28.1M,ESP
1.1M,EST
17.7M,ETH
4.01M,FIN
308k,FJI
41.8M,FRA
31.9k,
473k,GAB
50.1M,GBR
3.52M,GEO
5.08M,GHA
2.98M,GIN
307k,GMB
543k,GNB
226k,GNQ
7.67M,GRC
77k,GRD
3.1M,GTM
418k,GUY
1.98M,
1.56M,HND
899,
3.86M,HRV
3.25M,HTI
9.34M,HUN
69.6M,IDN
357M,IND
2.91M,IRL
16.8M,IRN
5.66M,IRQ
143k,ISL
1.28M,ISR
46.4M,ITA
1.41M,JAM
438k,JOR
84.4M,JPN
6.66M,KAZ
5.77M,KEN
1.75M,
4.38M,KHM
37.8k,KIR
47.3k,
20.1M,KOR
154k,KWT
1.68M,
1.35M,LBN
916k,LBR
1.13M,LBY
86.7k,
13.8k,LIE
7.95M,LKA
579k,LSO
2.56M,LTU
297k,LUX
1.92M,LVA
8.95M,MAR
19.7k,MCO
2.37M,MDA
3.95M,MDG
74.5k,MDV
27.6M,MEX
13.1k,MHL
1.25M,MKD
4.69M,MLI
292k,MLT
17.7M,MMR
402k,MNE
781k,MNG
5.92M,MOZ
659k,MRT
525k,MUS
2.95M,MWI
5.97M,MYS
515k,NAM
2.57M,NER
37.2M,NGA
1.33M,NIC
10.1M,NLD
3.28M,NOR
8.4M,NPL
3350,NRU
1.91M,NZL
457k,OMN
37.7M,PAK
861k,PAN
7.68M,PER
18.5M,PHL
7430,PLW
1.54M,PNG
24.8M,POL
11.1M,
8.42M,PRT
1.5M,PRY
945k,
24.3k,QAT
16.4M,ROU
103M,RUS
2.15M,RWA
3.09M,SAU
6.19M,SDN
2.5M,SEN
1.01M,SGP
105k,SLB
2M,SLE
2.18M,SLV
13k,SMR
2.21M,SOM
6.02M,SRB
2.49M,SSD
61k,STP
196k,SUR
3.47M,
1.45M,SVN
7.01M,SWE
272k,SWZ
38.1k,SYC
3.54M,SYR
2.51M,TCD
1.4M,TGO
20.4M,THA
1.53M,TJK
1.21M,TKM
415k,TLS
49.8k,TON
649k,TTO
3.61M,TUN
21M,TUR
4730,TUV
7.62M,TWN
7.63M,TZA
5.75M,UGA
37.3M,UKR
2.23M,URY
148M,USA
6.25M,UZB
61.5k,VCT
5.49M,VEN
25.1M,VNM
51.6k,VUT
88k,WSM
4.71M,YEM
13M,ZAF
2.32M,ZMB
2.79M,ZWE
7.57M,AFG
4.57M,AGO
1.29M,ALB
5830,AND
79.8k,ARE
17.4M,ARG
1.42M,ARM
46.4k,ATG
8.42M,AUS
6.93M,AUT
3.23M,AZE
2.3M,BDI
8.66M,BEL
2.28M,BEN
4.26M,BFA
40.5M,BGD
7.23M,BGR
120k,BHR
82.9k,BHS
2.74M,BIH
7.88M,BLR
71.2k,BLZ
3.14M,BOL
55.6M,BRA
215k,BRB
51.1k,BRN
180k,BTN
423k,BWA
1.46M,CAF
14.1M,CAN
4.75M,CHE
6.75M,CHL
554M,CHN
2.81M,
4.38M,CMR
12.5M,
853k,
12.1M,COL
165k,COM
187k,CPV
980k,CRI
6.05M,CUB
501k,CYP
9M,CZE
70.8M,DEU
64.3k,DJI
50.4k,DMA
4.3M,DNK
2.46M,DOM
9.27M,DZA
3.61M,ECU
21.6M,EGY
835k,ERI
28.2M,ESP
1.12M,EST
18.1M,ETH
4.05M,FIN
313k,FJI
42.2M,FRA
32.8k,
476k,GAB
50.3M,GBR
3.56M,GEO
5.22M,GHA
3.03M,GIN
315k,GMB
549k,GNB
230k,GNQ
7.77M,GRC
77.4k,GRD
3.19M,GTM
428k,GUY
2.08M,
1.6M,HND
892,
3.9M,HRV
3.3M,HTI
9.42M,HUN
71M,IDN
365M,IND
2.92M,IRL
17.2M,IRN
5.78M,IRQ
145k,ISL
1.34M,ISR
46.8M,ITA
1.45M,JAM
470k,JOR
85.7M,JPN
6.89M,KAZ
5.91M,KEN
1.79M,
4.49M,KHM
38.6k,KIR
48.4k,
20.1M,KOR
158k,KWT
1.73M,
1.39M,LBN
933k,LBR
1.14M,LBY
87.3k,
14k,LIE
8.09M,LKA
590k,LSO
2.59M,LTU
298k,LUX
1.94M,LVA
9.19M,MAR
19.9k,MCO
2.43M,MDA
4.05M,MDG
75.8k,MDV
28.3M,MEX
13.3k,MHL
1.28M,MKD
4.76M,MLI
298k,MLT
18.1M,MMR
410k,MNE
793k,MNG
6M,MOZ
673k,MRT
541k,MUS
3M,MWI
6.12M,MYS
521k,NAM
2.66M,NER
37.9M,NGA
1.37M,NIC
10.2M,NLD
3.3M,NOR
8.58M,NPL
3410,NRU
1.95M,NZL
464k,OMN
38.2M,PAK
883k,PAN
7.9M,PER
19.3M,PHL
7530,PLW
1.57M,PNG
25.2M,POL
10.6M,
8.47M,PRT
1.54M,PRY
953k,
25.1k,QAT
16.6M,ROU
104M,RUS
2.23M,RWA
3.18M,SAU
6.38M,SDN
2.56M,SEN
1.05M,SGP
107k,SLB
2.03M,SLE
2.23M,SLV
13.2k,SMR
2.28M,SOM
6.08M,SRB
2.53M,SSD
62k,STP
201k,SUR
3.52M,
1.46M,SVN
7.07M,SWE
279k,SWZ
38.3k,SYC
3.62M,SYR
2.56M,TCD
1.42M,TGO
20.9M,THA
1.58M,TJK
1.24M,TKM
418k,TLS
51.3k,TON
665k,TTO
3.67M,TUN
21.5M,TUR
4860,TUV
7.93M,TWN
7.83M,TZA
5.91M,UGA
37.8M,UKR
2.26M,URY
151M,USA
6.41M,UZB
63.4k,VCT
5.73M,VEN
25.6M,VNM
52.4k,VUT
89.9k,WSM
4.78M,YEM
13.3M,ZAF
2.38M,ZMB
2.88M,ZWE
7.67M,AFG
4.66M,AGO
1.33M,ALB
5450,AND
85.1k,ARE
17.7M,ARG
1.47M,ARM
47.4k,ATG
8.63M,AUS
6.93M,AUT
3.3M,AZE
2.35M,BDI
8.7M,BEL
2.3M,BEN
4.31M,BFA
41.4M,BGD
7.29M,BGR
124k,BHR
84.6k,BHS
2.79M,BIH
7.88M,BLR
73.5k,BLZ
3.19M,BOL
57.3M,BRA
219k,BRB
54k,BRN
184k,BTN
433k,BWA
1.48M,CAF
14.5M,CAN
4.81M,CHE
6.88M,CHL
565M,CHN
2.89M,
4.45M,CMR
12.8M,
872k,
12.4M,COL
168k,COM
189k,CPV
1.01M,CRI
6.17M,CUB
509k,CYP
9.08M,CZE
70.8M,DEU
66.4k,DJI
50.5k,DMA
4.33M,DNK
2.53M,DOM
9.52M,DZA
3.71M,ECU
22.1M,EGY
848k,ERI
28.4M,ESP
1.13M,EST
18.5M,ETH
4.09M,FIN
319k,FJI
42.5M,FRA
33.8k,
479k,GAB
50.5M,GBR
3.6M,GEO
5.37M,GHA
3.08M,GIN
323k,GMB
554k,GNB
234k,GNQ
7.86M,GRC
78.4k,GRD
3.28M,GTM
440k,GUY
2.17M,
1.65M,HND
887,
3.94M,HRV
3.36M,HTI
9.5M,HUN
72.6M,IDN
373M,IND
2.93M,IRL
17.6M,IRN
5.93M,IRQ
148k,ISL
1.39M,ISR
47M,ITA
1.48M,JAM
505k,JOR
86.9M,JPN
7.12M,KAZ
6.05M,KEN
1.82M,
4.59M,KHM
39.4k,KIR
49.5k,
20.4M,KOR
162k,KWT
1.77M,
1.43M,LBN
952k,LBR
1.16M,LBY
87.5k,
14.2k,LIE
8.25M,LKA
601k,LSO
2.62M,LTU
300k,LUX
1.97M,LVA
9.44M,MAR
19.7k,MCO
2.49M,MDA
4.15M,MDG
77.2k,MDV
29.1M,MEX
13.5k,MHL
1.31M,MKD
4.82M,MLI
305k,MLT
18.4M,MMR
419k,MNE
805k,MNG
6.08M,MOZ
689k,MRT
556k,MUS
3.06M,MWI
6.27M,MYS
527k,NAM
2.75M,NER
38.6M,NGA
1.41M,NIC
10.4M,NLD
3.33M,NOR
8.76M,NPL
3510,NRU
2M,NZL
470k,OMN
38.8M,PAK
906k,PAN
8.12M,PER
20.2M,PHL
7640,PLW
1.61M,PNG
25.7M,POL
10.2M,
8.52M,PRT
1.57M,PRY
963k,
25.9k,QAT
16.8M,ROU
106M,RUS
2.3M,RWA
3.28M,SAU
6.57M,SDN
2.63M,SEN
1.1M,SGP
109k,SLB
2.05M,SLE
2.28M,SLV
13.3k,SMR
2.34M,SOM
6.15M,SRB
2.56M,SSD
63k,STP
207k,SUR
3.59M,
1.47M,SVN
7.12M,SWE
286k,SWZ
38.6k,SYC
3.7M,SYR
2.61M,TCD
1.44M,TGO
21.4M,THA
1.64M,TJK
1.26M,TKM
423k,TLS
52.8k,TON
683k,TTO
3.74M,TUN
22.1M,TUR
4970,TUV
8.25M,TWN
8.05M,TZA
6.07M,UGA
38.3M,UKR
2.28M,URY
153M,USA
6.58M,UZB
65.4k,VCT
5.98M,VEN
26.2M,VNM
53.4k,VUT
91.9k,WSM
4.86M,YEM
13.6M,ZAF
2.45M,ZMB
2.97M,ZWE
7.76M,AFG
4.76M,AGO
1.37M,ALB
5310,AND
90.6k,ARE
18M,ARG
1.51M,ARM
48.3k,ATG
8.82M,AUS
6.93M,AUT
3.37M,AZE
2.4M,BDI
8.74M,BEL
2.32M,BEN
4.36M,BFA
42.3M,BGD
7.36M,BGR
127k,BHR
86.7k,BHS
2.84M,BIH
7.89M,BLR
75.6k,BLZ
3.24M,BOL
59M,BRA
223k,BRB
57.2k,BRN
187k,BTN
442k,BWA
1.5M,CAF
14.9M,CAN
4.88M,CHE
7.02M,CHL
577M,CHN
2.98M,
4.52M,CMR
13.1M,
892k,
12.8M,COL
172k,COM
192k,CPV
1.05M,CRI
6.3M,CUB
517k,CYP
9.15M,CZE
70.9M,DEU
68.5k,DJI
50.8k,DMA
4.36M,DNK
2.61M,DOM
9.77M,DZA
3.81M,ECU
22.7M,EGY
863k,ERI
28.6M,ESP
1.14M,EST
18.9M,ETH
4.14M,FIN
326k,FJI
42.9M,FRA
34.7k,
482k,GAB
50.7M,GBR
3.64M,GEO
5.54M,GHA
3.13M,GIN
331k,GMB
557k,GNB
238k,GNQ
7.96M,GRC
79.6k,GRD
3.37M,GTM
453k,GUY
2.28M,
1.7M,HND
890,
3.97M,HRV
3.42M,HTI
9.59M,HUN
74.2M,IDN
381M,IND
2.92M,IRL
18M,IRN
6.09M,IRQ
151k,ISL
1.45M,ISR
47.4M,ITA
1.51M,JAM
542k,JOR
88.1M,JPN
7.36M,KAZ
6.2M,KEN
1.86M,
4.7M,KHM
40.3k,KIR
50.6k,
20.9M,KOR
166k,KWT
1.81M,
1.47M,LBN
971k,LBR
1.18M,LBY
87.8k,
14.5k,LIE
8.41M,LKA
614k,LSO
2.64M,LTU
302k,LUX
1.99M,LVA
9.7M,MAR
20k,MCO
2.56M,MDA
4.25M,MDG
78.7k,MDV
29.8M,MEX
13.7k,MHL
1.34M,MKD
4.89M,MLI
311k,MLT
18.7M,MMR
428k,MNE
818k,MNG
6.16M,MOZ
705k,MRT
570k,MUS
3.11M,MWI
6.44M,MYS
534k,NAM
2.84M,NER
39.3M,NGA
1.45M,NIC
10.5M,NLD
3.36M,NOR
8.94M,NPL
3610,NRU
2.05M,NZL
477k,OMN
39.5M,PAK
930k,PAN
8.35M,PER
21.1M,PHL
7800,PLW
1.65M,PNG
26.2M,POL
10.1M,
8.57M,PRT
1.61M,PRY
973k,
26.8k,QAT
17M,ROU
107M,RUS
2.38M,RWA
3.38M,SAU
6.77M,SDN
2.7M,SEN
1.15M,SGP
112k,SLB
2.08M,SLE
2.34M,SLV
13.5k,SMR
2.4M,SOM
6.22M,SRB
2.6M,SSD
63.9k,STP
213k,SUR
3.66M,
1.49M,SVN
7.17M,SWE
293k,SWZ
38.9k,SYC
3.79M,SYR
2.66M,TCD
1.47M,TGO
22M,THA
1.69M,TJK
1.29M,TKM
427k,TLS
54.5k,TON
701k,TTO
3.82M,TUN
22.7M,TUR
5060,TUV
8.57M,TWN
8.26M,TZA
6.24M,UGA
38.8M,UKR
2.31M,URY
155M,USA
6.75M,UZB
67.4k,VCT
6.23M,VEN
26.8M,VNM
54.4k,VUT
94k,WSM
4.93M,YEM
13.9M,ZAF
2.53M,ZMB
3.07M,ZWE
7.86M,AFG
4.85M,AGO
1.41M,ALB
5570,AND
96.1k,ARE
18.4M,ARG
1.55M,ARM
49.3k,ATG
9M,AUS
6.94M,AUT
3.46M,AZE
2.45M,BDI
8.79M,BEL
2.34M,BEN
4.42M,BFA
43.3M,BGD
7.44M,BGR
131k,BHR
89.4k,BHS
2.9M,BIH
7.93M,BLR
77.8k,BLZ
3.3M,BOL
60.8M,BRA
225k,BRB
60.6k,BRN
192k,BTN
452k,BWA
1.52M,CAF
15.3M,CAN
4.94M,CHE
7.17M,CHL
590M,CHN
3.06M,
4.59M,CMR
13.3M,
912k,
13.1M,COL
175k,COM
193k,CPV
1.09M,CRI
6.43M,CUB
525k,CYP
9.22M,CZE
71M,DEU
70.7k,DJI
51.2k,DMA
4.39M,DNK
2.7M,DOM
10M,DZA
3.92M,ECU
23.2M,EGY
879k,ERI
28.9M,ESP
1.16M,EST
19.3M,ETH
4.19M,FIN
334k,FJI
43.2M,FRA
35.8k,
486k,GAB
51M,GBR
3.69M,GEO
5.71M,GHA
3.18M,GIN
340k,GMB
561k,GNB
242k,GNQ
8.05M,GRC
81k,GRD
3.46M,GTM
468k,GUY
2.38M,
1.75M,HND
897,
4.01M,HRV
3.48M,HTI
9.7M,HUN
75.9M,IDN
390M,IND
2.9M,IRL
18.4M,IRN
6.25M,IRQ
154k,ISL
1.51M,ISR
47.8M,ITA
1.53M,JAM
581k,JOR
89.1M,JPN
7.61M,KAZ
6.37M,KEN
1.9M,
4.81M,KHM
41.1k,KIR
51.5k,
21.4M,KOR
171k,KWT
1.85M,
1.51M,LBN
992k,LBR
1.2M,LBY
88.1k,
14.7k,LIE
8.58M,LKA
627k,LSO
2.67M,LTU
304k,LUX
2.01M,LVA
9.96M,MAR
20.3k,MCO
2.64M,MDA
4.36M,MDG
80.2k,MDV
30.6M,MEX
13.9k,MHL
1.36M,MKD
4.95M,MLI
318k,MLT
19.1M,MMR
435k,MNE
831k,MNG
6.24M,MOZ
721k,MRT
583k,MUS
3.18M,MWI
6.61M,MYS
540k,NAM
2.93M,NER
40.1M,NGA
1.49M,NIC
10.6M,NLD
3.39M,NOR
9.11M,NPL
3700,NRU
2.1M,NZL
485k,OMN
40.2M,PAK
954k,PAN
8.58M,PER
22M,PHL
8010,PLW
1.69M,PNG
26.6M,POL
10.2M,
8.62M,PRT
1.65M,PRY
985k,
27.7k,QAT
17.3M,ROU
109M,RUS
2.46M,RWA
3.48M,SAU
6.98M,SDN
2.77M,SEN
1.21M,SGP
114k,SLB
2.11M,SLE
2.39M,SLV
13.8k,SMR
2.47M,SOM
6.29M,SRB
2.65M,SSD
64.6k,STP
220k,SUR
3.73M,
1.51M,SVN
7.22M,SWE
300k,SWZ
39.3k,SYC
3.89M,SYR
2.71M,TCD
1.49M,TGO
22.6M,THA
1.75M,TJK
1.33M,TKM
432k,TLS
56.2k,TON
721k,TTO
3.89M,TUN
23.3M,TUR
5140,TUV
8.9M,TWN
8.49M,TZA
6.42M,UGA
39.3M,UKR
2.34M,URY
158M,USA
6.94M,UZB
69.6k,VCT
6.49M,VEN
27.5M,VNM
55.5k,VUT
96k,WSM
5.01M,YEM
14.3M,ZAF
2.6M,ZMB
3.16M,ZWE
7.97M,AFG
4.94M,AGO
1.45M,ALB
6120,AND
102k,ARE
18.7M,ARG
1.6M,ARM
50.3k,ATG
9.21M,AUS
6.95M,AUT
3.55M,AZE
2.5M,BDI
8.83M,BEL
2.36M,BEN
4.47M,BFA
44.3M,BGD
7.52M,BGR
135k,BHR
92.4k,BHS
2.96M,BIH
7.98M,BLR
80k,BLZ
3.36M,BOL
62.7M,BRA
227k,BRB
64.3k,BRN
196k,BTN
462k,BWA
1.55M,CAF
15.7M,CAN
5M,CHE
7.32M,CHL
603M,CHN
3.15M,
4.67M,CMR
13.6M,
933k,
13.5M,COL
178k,COM
195k,CPV
1.12M,CRI
6.56M,CUB
534k,CYP
9.29M,CZE
71.2M,DEU
73k,DJI
51.9k,DMA
4.43M,DNK
2.79M,DOM
10.2M,DZA
4.02M,ECU
23.8M,EGY
895k,ERI
29.1M,ESP
1.17M,EST
19.7M,ETH
4.24M,FIN
344k,FJI
43.6M,FRA
36.8k,
489k,GAB
51.2M,GBR
3.74M,GEO
5.89M,GHA
3.23M,GIN
349k,GMB
564k,GNB
246k,GNQ
8.15M,GRC
82.7k,GRD
3.56M,GTM
483k,GUY
2.49M,
1.8M,HND
904,
4.05M,HRV
3.55M,HTI
9.82M,HUN
77.7M,IDN
399M,IND
2.89M,IRL
18.9M,IRN
6.41M,IRQ
158k,ISL
1.56M,ISR
48.1M,ITA
1.55M,JAM
622k,JOR
90.1M,JPN
7.86M,KAZ
6.56M,KEN
1.94M,
4.93M,KHM
42k,KIR
52.3k,
22.1M,KOR
183k,KWT
1.89M,
1.56M,LBN
1.01M,LBR
1.23M,LBY
88.5k,
14.9k,LIE
8.75M,LKA
641k,LSO
2.7M,LTU
306k,LUX
2.03M,LVA
10.2M,MAR
20.4k,MCO
2.71M,MDA
4.47M,MDG
81.8k,MDV
31.5M,MEX
14.1k,MHL
1.38M,MKD
5.01M,MLI
324k,MLT
19.5M,MMR
441k,MNE
845k,MNG
6.32M,MOZ
739k,MRT
597k,MUS
3.24M,MWI
6.79M,MYS
547k,NAM
3.02M,NER
40.8M,NGA
1.54M,NIC
10.8M,NLD
3.43M,NOR
9.28M,NPL
3820,NRU
2.14M,NZL
492k,OMN
41M,PAK
980k,PAN
8.83M,PER
23M,PHL
8250,PLW
1.73M,PNG
27.1M,POL
10.4M,
8.67M,PRT
1.69M,PRY
997k,
28.7k,QAT
17.5M,ROU
111M,RUS
2.54M,RWA
3.58M,SAU
7.19M,SDN
2.85M,SEN
1.27M,SGP
117k,SLB
2.14M,SLE
2.45M,SLV
14k,SMR
2.53M,SOM
6.35M,SRB
2.7M,SSD
65.3k,STP
227k,SUR
3.8M,
1.52M,SVN
7.26M,SWE
307k,SWZ
39.8k,SYC
3.99M,SYR
2.76M,TCD
1.52M,TGO
23.2M,THA
1.81M,TJK
1.36M,TKM
437k,TLS
58k,TON
743k,TTO
3.98M,TUN
23.8M,TUR
5200,TUV
9.23M,TWN
8.73M,TZA
6.6M,UGA
39.8M,UKR
2.37M,URY
161M,USA
7.14M,UZB
71.8k,VCT
6.75M,VEN
28.3M,VNM
56.8k,VUT
98k,WSM
5.09M,YEM
14.6M,ZAF
2.68M,ZMB
3.26M,ZWE
8.09M,AFG
5.02M,AGO
1.5M,ALB
6710,AND
108k,ARE
19M,ARG
1.66M,ARM
51.3k,ATG
9.43M,AUS
6.95M,AUT
3.65M,AZE
2.54M,BDI
8.88M,BEL
2.39M,BEN
4.53M,BFA
45.4M,BGD
7.6M,BGR
139k,BHR
96k,BHS
3.02M,BIH
8.04M,BLR
82.2k,BLZ
3.42M,BOL
64.6M,BRA
229k,BRB
68.2k,BRN
201k,BTN
471k,BWA
1.57M,CAF
16.2M,CAN
5.07M,CHE
7.48M,CHL
616M,CHN
3.25M,
4.75M,CMR
13.9M,
956k,
13.9M,COL
181k,COM
197k,CPV
1.16M,CRI
6.7M,CUB
543k,CYP
9.36M,CZE
71.5M,DEU
75.4k,DJI
53k,DMA
4.46M,DNK
2.89M,DOM
10.5M,DZA
4.13M,ECU
24.5M,EGY
912k,ERI
29.3M,ESP
1.18M,EST
20.1M,ETH
4.28M,FIN
354k,FJI
44M,FRA
37.9k,
494k,GAB
51.4M,GBR
3.79M,GEO
6.08M,GHA
3.29M,GIN
359k,GMB
567k,GNB
250k,GNQ
8.23M,GRC
84.6k,GRD
3.66M,GTM
500k,GUY
2.61M,
1.85M,HND
909,
4.09M,HRV
3.61M,HTI
9.85M,HUN
79.7M,IDN
408M,IND
2.87M,IRL
19.3M,IRN
6.55M,IRQ
161k,ISL
1.63M,ISR
48.4M,ITA
1.57M,JAM
665k,JOR
91M,JPN
8.12M,KAZ
6.76M,KEN
1.99M,
5.05M,KHM
42.9k,KIR
53.3k,
22.8M,KOR
204k,KWT
1.94M,
1.6M,LBN
1.04M,LBR
1.26M,LBY
88.9k,
15.2k,LIE
8.93M,LKA
656k,LSO
2.73M,LTU
307k,LUX
2.05M,LVA
10.5M,MAR
20.7k,MCO
2.8M,MDA
4.58M,MDG
83.6k,MDV
32.3M,MEX
14.2k,MHL
1.4M,MKD
5.08M,MLI
329k,MLT
19.9M,MMR
448k,MNE
864k,MNG
6.4M,MOZ
757k,MRT
612k,MUS
3.31M,MWI
6.98M,MYS
555k,NAM
3.11M,NER
41.6M,NGA
1.59M,NIC
10.9M,NLD
3.46M,NOR
9.46M,NPL
3960,NRU
2.19M,NZL
500k,OMN
41.9M,PAK
1.01M,PAN
9.08M,PER
24.1M,PHL
8520,PLW
1.78M,PNG
27.6M,POL
10.6M,
8.71M,PRT
1.72M,PRY
1.01M,
29.7k,QAT
17.7M,ROU
113M,RUS
2.62M,RWA
3.69M,SAU
7.41M,SDN
2.93M,SEN
1.33M,SGP
120k,SLB
2.17M,SLE
2.51M,SLV
14.2k,SMR
2.6M,SOM
6.4M,SRB
2.74M,SSD
65.9k,STP
235k,SUR
3.87M,
1.54M,SVN
7.31M,SWE
314k,SWZ
40.3k,SYC
4.1M,SYR
2.81M,TCD
1.54M,TGO
23.8M,THA
1.86M,TJK
1.4M,TKM
443k,TLS
59.9k,TON
764k,TTO
4.05M,TUN
24.5M,TUR
5250,TUV
9.57M,TWN
8.97M,TZA
6.79M,UGA
40.4M,UKR
2.4M,URY
164M,USA
7.36M,UZB
74.2k,VCT
7.02M,VEN
29M,VNM
58.1k,VUT
100k,WSM
5.18M,YEM
14.9M,ZAF
2.76M,ZMB
3.37M,ZWE
8.21M,AFG
5.1M,AGO
1.55M,ALB
7330,AND
113k,ARE
19.4M,ARG
1.71M,ARM
52.2k,ATG
9.64M,AUS
6.97M,AUT
3.76M,AZE
2.59M,BDI
8.93M,BEL
2.41M,BEN
4.59M,BFA
46.6M,BGD
7.67M,BGR
144k,BHR
100k,BHS
3.08M,BIH
8.11M,BLR
84.5k,BLZ
3.49M,BOL
66.7M,BRA
229k,BRB
72.4k,BRN
205k,BTN
481k,BWA
1.6M,CAF
16.7M,CAN
5.13M,CHE
7.64M,CHL
630M,CHN
3.35M,
4.84M,CMR
14.3M,
979k,
14.3M,COL
184k,COM
200k,CPV
1.21M,CRI
6.83M,CUB
553k,CYP
9.42M,CZE
71.8M,DEU
77.8k,DJI
54.3k,DMA
4.49M,DNK
2.98M,DOM
10.7M,DZA
4.25M,ECU
25.1M,EGY
931k,ERI
29.6M,ESP
1.19M,EST
20.5M,ETH
4.32M,FIN
365k,FJI
44.3M,FRA
39.1k,
498k,GAB
51.7M,GBR
3.85M,GEO
6.28M,GHA
3.34M,GIN
368k,GMB
570k,GNB
254k,GNQ
8.31M,GRC
86.8k,GRD
3.76M,GTM
517k,GUY
2.73M,
1.9M,HND
911,
4.12M,HRV
3.68M,HTI
9.84M,HUN
81.7M,IDN
417M,IND
2.85M,IRL
19.8M,IRN
6.68M,IRQ
165k,ISL
1.69M,ISR
48.7M,ITA
1.59M,JAM
710k,JOR
91.8M,JPN
8.41M,KAZ
6.99M,KEN
2.04M,
5.18M,KHM
43.9k,KIR
54.3k,
23.5M,KOR
223k,KWT
1.98M,
1.65M,LBN
1.06M,LBR
